Réf. Ech	Index	Longueur (mm)	Longueur intérieure (mm)	Largeur (mm)	Périmètre (mm)	Périmètre de Crofton (mm)	Périmètre convexe (mm)	Dimètre Eq. (mm)	Surface (mm2)	Surface convexe (mm2)	Surface DiffCAP (mm2)	Surface DiffCEN (mm2)	Surface DiffEAP (mm2)	Finesse	Excentricité	F. Feret	Compacité	Circularité	Rugosité	Index de courbure	Moment inertie 1	Moment inertie 2	Moment inertie 3	Symétrie	Moyenne ndg	Ecart type ndg	Minimum ndg	Maximum ndg	Histo. Kurtose	Histo. Moyenne	Histo. Pic	Histo. Assymétrie	Histo. Ecart type	Histo. Variance	Cooc. Uniformité	Cooc. Contraste	Cooc. Corrélation	Cooc. Variance globale	Cooc. Homogénéïté	Cooc. Somme des moyennes	Cooc. Somme des variances	Cooc. Somme des entropies	Cooc. Entropie globale	Cooc. Ecart variance	Cooc. Ecart entropie	Cooc. Corrélation IC1	Cooc. Corrélation IC2	RVB R Moy	RVB R Ect	RVB R Min	RVB R Max	RVB V Moy	RVB V Ect	RVB V Min	RVB V Max	RVB B Moy	RVB B Ect	RVB B Min	RVB B Max	TSI T Moy	TSI T Ect	TSI T Min	TSI T Max	TSI S Moy	TSI S Ect	TSI S Min	TSI S Max	TSI I Moy	TSI I Ect	TSI I Min	TSI I Max	CMJ C Moy	CMJ C Ect	CMJ C Min	CMJ C Max	CMJ M Moy	CMJ M Ect	CMJ M Min	CMJ M Max	CMJ J Moy	CMJ J Ect	CMJ J Min	CMJ J Max	Lab L Moy	Lab L Ect	Lab L Min	Lab L Max	Lab a Moy	Lab a Ect	Lab a Min	Lab a Max	Lab b Moy	Lab b Ect	Lab b Min	Lab b Max	Classe	Masse surfacique (gr/mm2)	Poids estimé (gr)
S01	1	7,904	7,993237	2,842	21,372	17,91254	17,90045	4,725216	17,53352	17,78686	12,26893	30,95529	2,032471	2,714286	0,9343152	2,714286	0,01315789	1,456033	0,2577984	0,9769508	48,36871	373,5063	-16,24783	0,89	128,4697	8,721171	104,	151,	0,2124379	128,4905	133,1758	-0,2084746	8,727572	76,17052	0,006576091	3,61592	148,3559	73,3885	0,4707268	258,8019	289,9379	4,144765	5,393116	1,505478	1,524148	-0,4621787	0,9802561	140,987	7,564282	116,	160,	129,7148	9,289646	102,	156,	114,6813	9,862387	89,	142,	24,76048	3,810937	12,	38,	27,59087	5,623095	10,	40,	128,4697	8,721171	104,	151,	114,013	8,328984	94,99999	139,	125,2852	9,238271	98,99999	153,	140,3187	9,10625	113,	166,	54,84661	3,568048	44,14247	64,32536	1,636789	0,5500304	-1,066672	3,28688	9,683383	0,6134741	7,842961	9,385391	1	0,0000992737	0,001740618
S01	2	7,007621	6,968372	3,3495	19,728	16,411	16,47441	4,739419	17,63908	17,59685	8,254545	19,74345	1,820836	2,041847	0,8721475	1,969697	0,01484099	1,214842	0,2671834	0,9935455	71,19784	267,7334	-34,07335	0,89	125,9304	9,492399	104,	150,	-0,1331426	125,9342	124,0352	0,3548495	9,491276	90,08432	0,003998338	6,370649	117,5781	92,75148	0,3258875	254,0659	364,6354	4,274337	5,745972	1,92224	1,699281	-0,4091094	0,9736189	141,2866	9,536359	119,	166,	127,9777	10,54952	105,	154,	108,508	9,14441	87,	134,	25,68125	3,281332	15,	35,	35,37321	5,312889	17,	49,	125,9304	9,492399	104,	150,	113,7134	8,237801	88,99999	136,	127,0223	8,67411	101,	150,	146,492	8,497322	121,	168,	54,25328	3,286182	45,23886	64,11183	1,757521	0,2478277	1,014038	2,463195	12,41753	0,109024	12,09046	12,15786	1	0,0000992737	0,001751097
S01	3	8,424	8,463019	3,5525	23,838	19,62276	19,46308	5,364697	22,6004	22,87485	13,47151	31,90424	2,278362	2,314286	0,9088191	2,314286	0,01234568	1,355595	0,2439824	0,9834256	71,91859	412,1329	-7,377784	0,87	131,2953	11,61544	88,	146,	1,116108	131,3089	138,0977	-1,369638	11,61895	135,	0,01020737	2,533049	59,234	132,9597	0,5636306	265,0363	529,3057	4,142094	5,090125	1,297428	1,34509	-0,5363945	0,9879423	146,1426	12,58453	97,	163,	133,173	12,53744	87,	150,	114,5682	10,30329	80,	128,	25,32703	3,333875	11,	52,	32,44865	5,234883	7,	48,	131,2953	11,61544	88,	146,	108,8574	16,38085	91,99999	158,	121,827	15,39099	105,	168,	140,4317	11,52275	127,	175,	56,262	6,177647	37,72906	62,64057	1,722504	0,3442999	1,111924	2,755404	11,80828	2,08878	5,541942	13,34826	1	0,0000992737	0,002243626
S01	4	8,112	8,160009	3,1465	22,605	18,79618	18,58299	5,032425	19,8875	20,10918	12,78087	30,4531	2,139774	2,516129	0,9223906	2,516129	0,01282051	1,413464	0,2712078	0,982168	58,80467	390,2322	12,98532	0,91	129,2841	9,382724	111,	154,	-0,619446	129,296	126,1445	0,2874961	9,380238	87,98885	0,003156886	11,03104	139,5899	88,86262	0,3060317	260,5411	344,4194	4,25391	5,988642	4,140416	2,009662	-0,3375365	0,9550503	143,7865	8,657104	128,	167,	130,8524	10,40955	109,	158,	113,2429	10,25341	93,	138,	24,98333	3,765198	15,	37,	31,88254	7,246708	11,	53,	129,2841	9,382724	111,	154,	111,2135	7,737829	87,99999	127,	124,1476	9,049205	96,99999	146,	141,7571	8,252383	117,	162,	55,38083	3,326661	47,38739	65,36081	1,880003	0,9848199	-0,1588343	4,834463	11,30186	0,1374283	11,62946	11,71415	1	0,0000992737	0,001974306
S01	5	7,309345	7,454342	3,045	20,139	16,85771	17,02506	4,686654	17,2485	17,22739	10,07724	24,24354	1,881706	2,342739	0,9066985	2,333333	0,01422836	1,310906	0,2643817	0,9687632	57,78722	308,0561	-25,30985	0,89	132,8898	14,4475	96,	160,	-0,7484545	132,8941	122,9805	-0,05318834	14,4454	208,6694	0,003109063	8,626988	45,06905	209,0288	0,3171326	269,125	827,4883	4,582465	6,022666	2,90122	1,870466	-0,4704146	0,9876167	149,4641	15,16339	112,	178,	135,7582	16,24621	95,	166,	113,4435	12,83035	81,	140,	26,70868	3,915914	11,	35,	37,33053	6,762547	23,	54,	132,8898	14,4475	96,	160,	105,5359	12,48802	76,99999	143,	119,2418	13,58605	88,99999	160,	141,5565	10,8145	115,	174,	57,24635	5,225866	41,56875	68,48302	1,428144	1,019563	0,04119644	4,486833	13,87158	1,104586	10,55782	15,04081	1	0,0000992737	0,001712323
S01	6	7,904	7,955601	3,045	21,5775	17,99324	18,03802	4,888805	18,76857	18,86357	12,2386	29,50224	1,864472	2,533333	0,9234238	2,533333	0,01315789	1,372504	0,2565835	0,9815726	54,89737	369,5933	11,24695	0,91	122,615	6,233713	111,	141,	-0,6590422	122,6142	114,8945	0,368416	6,249789	39,05986	0,007009278	5,398735	319,3901	38,68931	0,4071037	247,2558	149,3586	3,802508	5,22761	2,118902	1,69522	-0,3357287	0,9373644	134,7112	5,612875	124,	153,	123,6465	6,960656	110,	143,	109,5085	6,847752	95,	129,	24,19591	3,65167	13,	34,	27,37734	4,724421	16,	41,	122,615	6,233713	111,	141,	120,2888	6,096258	102,	131,	131,3535	6,451169	112,	145,	145,4915	6,497164	126,	160,	52,47446	2,472089	47,31788	59,89073	1,732579	0,385321	1,25098	2,888542	9,250115	0,3741611	8,779412	10,3726	1	0,0000992737	0,001863226
S01	7	7,488	7,461316	3,045	20,55	16,96205	16,86911	4,598342	16,60459	16,65737	9,672123	26,42728	1,953856	2,4	0,9097881	2,4	0,01388889	1,378651	0,2845243	0,9915141	53,13356	302,7381	-14,44083	0,92	128,379	8,925078	112,	149,	-0,7059452	128,3854	131,0664	0,06970721	8,921712	79,59695	0,007936066	2,420043	155,2075	81,33704	0,5546945	259,0384	322,9283	4,161769	5,158221	1,147813	1,360766	-0,5252467	0,9872348	146,235	8,100631	131,	166,	131,337	9,810188	111,	154,	107,579	9,398554	89,	129,	26,59	2,491558	19,	34,	41,542	5,556816	24,	56,	128,379	8,925078	112,	149,	108,765	6,588336	88,99999	124,	123,663	7,554334	101,	144,	147,421	7,140333	126,	166,	55,6137	2,795839	48,15332	64,00122	1,728315	0,8726195	0,2413162	4,346173	14,91198	0,08918413	14,72838	15,17953	1	0,0000992737	0,0016484
S01	8	8,788007	8,773483	3,631986	24,4545	19,97899	19,89444	5,47261	23,51877	23,46599	13,49725	35,88264	1,914903	2,361451	0,9102722	2,361451	0,01183431	1,350387	0,2590856	0,9896162	90,3764	412,4413	75,45655	0,92	136,739	9,515076	107,	151,	0,7778353	136,7435	144,0742	-1,209272	9,521166	90,6526	0,01059003	2,769388	129,5987	89,01797	0,5127461	276,1816	353,3024	4,029224	5,115251	1,187269	1,411039	-0,479828	0,980005	151,6613	9,393488	121,	166,	139,6677	10,66808	106,	155,	118,8744	9,296571	90,	132,	27,432	3,182169	16,	36,	33,40091	5,447166	20,	48,	136,739	9,515076	107,	151,	103,3387	10,22042	88,99999	134,	115,3323	11,22258	99,99999	149,	136,1257	9,624782	123,	165,	58,63108	4,281651	45,78613	64,33512	0,952805	0,7449061	0,1521483	3,187523	12,74139	0,5269938	11,16041	13,52113	1	0,0000992737	0,002334796
S01	9	7,592	7,690365	3,1465	20,961	17,29464	17,21397	4,630386	16,83682	17,0585	10,57976	28,01784	2,08323	2,354839	0,9085784	2,354839	0,01369863	1,413477	0,2935242	0,9753438	55,77551	304,4808	-23,78722	0,93	119,4837	6,943214	98,	147,	1,631834	119,4877	120,8711	0,2965668	6,948562	48,28252	0,01136185	2,704953	213,2744	45,23686	0,499649	240,3024	178,2426	3,874365	4,90739	1,098016	1,375733	-0,4723968	0,9756702	138,0395	6,234153	118,	160,	120,2517	7,219397	97,	153,	100,1668	8,21048	80,	131,	22,61599	2,02542	12,	34,	41,47483	6,722437	19,	55,	119,4837	6,943214	98,	147,	116,9605	7,32017	94,99999	137,	134,7483	10,91609	102,	158,	154,8332	10,27772	124,	175,	51,63712	3,87289	42,73329	63,25579	3,572628	0,7763922	-1,243451	5,728912	13,563	0,3574022	12,49079	12,87276	1	0,0000992737	0,001671454
S01	10	7,696	7,860475	3,7555	22,3995	18,31604	18,27919	5,207027	21,29145	21,47091	10,34717	24,36818	1,914498	2,	0,8766611	2,	0,01351351	1,253672	0,2821119	0,967308	79,09152	333,6992	19,62426	0,92	129,1477	15,59556	95,	160,	-0,8360858	129,1506	125,0898	0,4801241	15,59752	243,2828	0,003758546	6,577882	38,13829	242,9218	0,3886474	260,4905	965,1093	4,535532	5,904326	2,62589	1,774752	-0,4741547	0,9871739	145,471	15,73986	112,	178,	131,2602	17,49042	94,	167,	110,7197	13,95584	80,	139,	25,27885	4,09533	15,	35,	36,49606	4,921823	22,	54,	129,1477	15,59556	95,	160,	109,529	11,15699	76,99999	143,	123,7398	12,42007	87,99999	161,	144,2803	10,2399	116,	175,	55,59051	4,775932	41,26271	68,72699	1,934786	0,9992	-0,6502028	4,932386	13,06854	0,9540908	10,73907	15,93081	1	0,0000992737	0,002113682
S01	11	8,194539	8,196721	3,943205	23,6325	19,19968	19,11231	5,433167	23,18098	23,23376	11,4929	28,29125	1,734311	2,028187	0,8826843	2,028187	0,01269138	1,265267	0,247014	0,9877176	94,84608	360,3457	58,94149	0,91	130,4671	8,549687	110,	152,	-0,4532869	130,4756	124,0352	-0,1335729	8,547547	73,06056	0,007783975	2,079646	166,2706	73,20713	0,5652183	263,1049	290,7487	4,178007	5,149689	0,9533601	1,293205	-0,5317243	0,9879288	148,0273	8,475688	130,	167,	133,136	9,6346	111,	156,	110,2596	8,334591	90,	136,	26,04619	2,709497	16,	32,	39,58556	5,485359	21,	51,	130,4671	8,549687	110,	152,	106,9727	6,324224	87,99999	125,	121,864	7,621343	98,99999	144,	144,7404	8,580136	119,	165,	56,3295	2,816699	48,07414	64,77959	1,84267	0,7405944	0,6186079	4,064454	14,39562	0,8233223	11,92565	14,46699	1	0,0000992737	0,002301262
S01	12	7,072	7,185865	3,1465	19,9335	16,54876	16,53863	4,607103	16,66792	16,72071	8,844958	22,29532	1,706545	2,193548	0,8990678	2,193548	0,01470588	1,3073	0,267454	0,9723256	55,56215	287,672	-9,072866	0,9	137,1675	11,71197	113,	160,	-0,7815736	137,1731	138,0977	0,01440474	11,71154	137,1601	0,004560549	3,160416	91,72408	140,7281	0,4831552	276,5167	559,7518	4,438318	5,597728	1,275516	1,458422	-0,5207712	0,990242	155,5534	11,58863	133,	180,	140,9785	13,10557	113,	167,	114,9579	10,84983	93,	136,	27,66307	2,971654	18,	35,	41,41626	4,566201	26,	50,	137,1675	11,71197	113,	160,	99,44662	8,148877	74,99999	122,	114,0215	9,326146	87,99999	142,	140,0421	7,319285	119,	162,	59,25437	3,420975	48,99144	68,83688	1,189261	1,138167	-0,3141215	4,603761	15,88128	0,6249225	14,01491	17,75605	1	0,0000992737	0,001654686
S01	13	8,112	8,133862	3,1465	21,9885	18,38289	18,45113	5,051089	20,03529	19,91917	12,0004	30,40338	1,917779	2,516129	0,9157938	2,516129	0,01282051	1,342017	0,25437	0,9853253	60,74177	376,5199	0,4947938	0,93	132,7631	11,9822	107,	155,	-1,043812	132,7662	145,1289	-0,1127868	11,98248	143,5799	0,00222321	16,39835	78,85281	146,9539	0,2406958	267,3505	571,4177	4,460383	6,258898	5,404464	2,161599	-0,3537078	0,9654462	149,957	11,07205	129,	170,	134,448	13,58683	105,	160,	113,8812	11,95227	87,	137,	24,62392	3,845344	13,	35,	36,51212	6,126978	15,	54,	132,7631	11,9822	107,	155,	105,043	6,985667	84,99999	126,	120,552	9,816002	94,99999	150,	141,1188	8,960383	118,	168,	56,94508	3,563108	46,25575	66,13132	2,431575	1,430808	-0,2522653	6,724	13,20896	0,1709092	13,30656	13,72169	1	0,0000992737	0,001988978
S01	14	8,008	8,01885	3,045	21,783	18,07394	18,09767	4,876417	18,67356	18,78968	11,97913	30,82048	1,776395	2,566667	0,9203351	2,566667	0,01298701	1,391888	0,3150585	0,986644	56,35147	360,1609	-18,20211	0,91	124,0396	9,912263	96,	156,	-0,4613593	124,0463	131,0664	-0,04868109	9,913928	98,28597	0,002840647	15,13881	96,79409	96,1273	0,2762998	249,4658	369,3704	4,294459	6,11618	5,862755	2,153853	-0,3267326	0,953018	140,9639	8,676867	115,	173,	125,2728	11,18188	91,	159,	105,9225	10,59565	80,	136,	23,82358	3,677264	10,	38,	37,56971	6,44432	18,	56,	124,0396	9,912263	96,	156,	114,0362	10,67872	81,99999	140,	129,7272	11,42426	95,99999	164,	149,0775	10,02583	119,	175,	53,42227	4,227167	40,7453	66,10377	2,768734	1,755314	1,303609	8,034677	12,7476	0,8938875	10,06594	13,86142	1	0,0000992737	0,001853794
S01	15	7,696	7,672486	2,842	20,55	17,36149	17,4999	4,698113	17,33295	17,3224	11,8016	27,99391	1,981322	2,642857	0,9254111	2,642857	0,01351351	1,383654	0,3159584	0,9910086	49,82597	346,9427	-0,09694902	0,89	128,7905	10,07724	107,	150,	-0,8917081	128,7942	127,9023	-0,06720764	10,07751	101,5563	0,002706365	14,50448	112,7907	102,3497	0,2279876	258,8627	394,8946	4,321051	6,082602	4,37245	2,087747	-0,3400114	0,9577242	146,0019	9,65307	127,	167,	130,3321	11,47786	106,	154,	110,0393	9,861527	85,	131,	24,2666	3,363684	14,	33,	37,26193	5,769713	15,	58,	128,7905	10,07724	107,	150,	108,9981	6,999377	87,99999	128,	124,6679	8,110698	101,	149,	144,9607	8,346425	124,	170,	55,3714	3,030689	46,27934	64,13287	2,572178	0,8080017	0,9384096	4,996183	13,16137	0,5816679	13,80924	14,90637	1	0,0000992737	0,001720707
S01	16	8,112	8,065542	2,9435	21,5775	17,99324	18,05313	4,813994	18,19854	18,09299	12,50252	32,14026	1,849233	2,689655	0,9297731	2,689655	0,01282051	1,415494	0,2870364	0,9936715	50,73231	373,703	4,984365	0,89	146,4715	11,1449	120,	168,	-0,6149488	146,4637	158,8398	-0,3460289	11,14218	124,1483	0,002772487	15,25237	116,6624	124,4344	0,2193088	295,3359	482,4849	4,364945	6,091243	4,225436	2,080862	-0,3645212	0,9663416	162,615	10,80735	138,	185,	149,0624	12,32808	119,	173,	127,6943	10,74441	101,	150,	26,38324	3,400642	16,	34,	32,77451	4,028861	17,	43,	146,4715	11,1449	120,	168,	92,38502	8,204991	69,99999	117,	105,9376	10,02079	81,99999	136,	127,3057	8,898091	105,	154,	62,34782	3,679578	51,30908	71,14819	1,431727	0,9901638	0,4746756	4,402219	13,105	0,1612075	12,62138	13,37369	1	0,0000992737	0,001806637
