Réf. Ech	Index	Longueur (mm)	Longueur intérieure (mm)	Largeur (mm)	Périmètre (mm)	Périmètre de Crofton (mm)	Périmètre convexe (mm)	Dimètre Eq. (mm)	Surface (mm2)	Surface convexe (mm2)	Surface DiffCAP (mm2)	Surface DiffCEN (mm2)	Surface DiffEAP (mm2)	Finesse	Excentricité	F. Feret	Compacité	Circularité	Rugosité	Index de courbure	Moment inertie 1	Moment inertie 2	Moment inertie 3	Symétrie	Moyenne ndg	Ecart type ndg	Minimum ndg	Maximum ndg	Histo. Kurtose	Histo. Moyenne	Histo. Pic	Histo. Assymétrie	Histo. Ecart type	Histo. Variance	Cooc. Uniformité	Cooc. Contraste	Cooc. Corrélation	Cooc. Variance globale	Cooc. Homogénéïté	Cooc. Somme des moyennes	Cooc. Somme des variances	Cooc. Somme des entropies	Cooc. Entropie globale	Cooc. Ecart variance	Cooc. Ecart entropie	Cooc. Corrélation IC1	Cooc. Corrélation IC2	RVB R Moy	RVB R Ect	RVB R Min	RVB R Max	RVB V Moy	RVB V Ect	RVB V Min	RVB V Max	RVB B Moy	RVB B Ect	RVB B Min	RVB B Max	TSI T Moy	TSI T Ect	TSI T Min	TSI T Max	TSI S Moy	TSI S Ect	TSI S Min	TSI S Max	TSI I Moy	TSI I Ect	TSI I Min	TSI I Max	CMJ C Moy	CMJ C Ect	CMJ C Min	CMJ C Max	CMJ M Moy	CMJ M Ect	CMJ M Min	CMJ M Max	CMJ J Moy	CMJ J Ect	CMJ J Min	CMJ J Max	Lab L Moy	Lab L Ect	Lab L Min	Lab L Max	Lab a Moy	Lab a Ect	Lab a Min	Lab a Max	Lab b Moy	Lab b Ect	Lab b Min	Lab b Max	
S01	1	7,592	7,634511	2,842	20,3445	17,05254	17,08763	4,526155	16,08735	15,93956	11,00126	28,54069	1,919881	2,607143	0,9281373	2,607143	0,01369863	1,438201	0,2994729	0,9824795	46,12774	328,2894	-12,60237	0,86	126,934	6,518529	110,	143,	-0,5987827	126,8933	122,9746	0,02749221	6,493044	42,15962	0,01244204	2,62963	298,4896	40,66923	0,5763392	255,6913	160,0473	3,829513	4,816869	1,417406	1,363128	-0,4838651	0,9766217	143,0827	5,039303	127,	155,	129,0534	6,80144	112,	146,	108,6974	8,295099	90,	130,	25,59162	2,224728	17,	34,	36,92147	6,188239	17,	51,	126,934	6,518529	110,	143,	111,9173	5,360903	99,99999	128,	125,9466	5,684469	109,	143,	146,3026	7,100878	125,	165,	54,71959	2,221208	48,05597	60,90326	1,905606	0,4614092	0,5213783	2,210533	12,98388	1,103485	9,673428	14,39488	
S01	2	8,008	8,083163	2,842	21,1665	18,00303	18,03956	4,736582	17,61796	17,70241	12,95274	31,611	1,874152	2,75	0,9358391	2,75	0,01298701	1,463732	0,2667857	0,9787937	47,44632	378,765	-10,88655	0,89	126,3731	6,436181	109,	144,	0,05606389	126,3346	124,9668	-0,3308791	6,411057	41,10165	0,00693019	5,051433	300,6127	39,64614	0,3377693	254,7963	153,5332	3,856525	5,214881	1,410925	1,557536	-0,3746739	0,9537658	140,5722	5,880702	121,	154,	127,3769	7,199	109,	147,	111,1741	7,378473	94,	138,	23,81111	3,697274	13,	45,	30,78426	5,830054	8,	43,	126,3731	6,436181	109,	144,	114,4278	6,524071	101,	134,	127,6231	6,541051	108,	146,	143,8259	8,941978	117,	161,	54,0833	2,452859	46,72472	61,28355	2,232029	0,429031	0,9449356	2,064545	10,62909	1,651735	5,673882	10,09229	
S01	3	7,176	7,347607	2,436	18,906	16,03113	16,06036	4,105685	13,23722	13,51168	10,66798	26,46586	1,861856	2,875	0,9414634	2,875	0,01449275	1,544747	0,3491231	0,964906	34,14814	299,3795	-5,449198	0,89	119,9282	5,383917	110,	137,	-0,1369536	119,9148	117,9941	0,6581051	5,362885	28,76054	0,01129621	2,942942	408,7926	29,66835	0,5206578	241,4925	115,7304	3,661232	4,790103	1,329356	1,445917	-0,4024926	0,9542115	137,9696	4,656512	130,	153,	121,2707	5,923122	111,	140,	100,4779	6,665372	90,	127,	23,79834	2,256536	17,	33,	41,47099	6,23354	17,	53,	119,9282	5,383917	110,	137,	117,0304	5,010127	102,	125,	133,7293	6,243095	115,	144,	154,5221	8,840706	128,	165,	51,91706	2,371162	48,07414	59,03054	3,004362	0,353364	2,599708	4,064454	13,76905	1,691167	8,695552	14,46699	
S01	4	7,28	7,356548	2,9435	19,9335	16,83408	16,89561	4,621669	16,77349	16,85793	10,32537	23,9966	1,860069	2,413793	0,9162237	2,413793	0,01428571	1,344253	0,2564945	0,9777004	50,89674	316,8696	-2,54913	0,91	115,9186	12,28276	74,	136,	0,9387705	115,9209	117,9941	-1,029457	12,23475	149,6891	0,003435184	10,37874	36,29044	155,0221	0,3204224	233,6151	609,7104	4,410156	5,943215	3,938984	1,966619	-0,4228857	0,9791386	131,4796	12,02431	87,	151,	116,9719	13,69963	72,	139,	99,34593	12,06841	63,	123,	23,46996	4,323532	3,	34,	36,72771	7,676499	10,	60,	115,9186	12,28276	74,	136,	123,5204	14,82654	104,	168,	138,0281	14,99063	116,	183,	155,6541	12,11532	132,	192,	50,08178	6,076574	31,85205	58,48483	2,622016	0,713367	1,721484	4,762117	11,78297	1,337823	7,769504	10,1781	
S01	5	6,814796	6,850313	2,5375	18,495	15,47029	15,43453	3,947104	12,2344	12,75165	9,987555	23,97742	1,82008	2,621075	0,946951	2,6	0,01526091	1,556467	0,3607572	0,9828584	34,88197	286,503	-35,06654	0,83	126,1543	6,332231	117,	147,	0,6323833	126,1166	121,9785	1,139651	6,307449	39,78391	0,01811743	1,766892	364,5773	37,64844	0,5780013	253,8547	148,8269	3,603778	4,474817	0,7736374	1,226654	-0,4857817	0,9712706	140,9321	5,444963	133,	160,	127,2793	6,678987	117,	149,	110,2361	7,325371	100,	135,	23,92747	2,331208	16,	33,	32,34259	4,482104	15,	40,	126,1543	6,332231	117,	147,	114,0679	6,35597	94,99999	122,	127,7207	7,240229	106,	138,	144,7639	8,254631	120,	155,	54,06805	2,733531	50,25056	62,26864	2,283245	0,3510168	1,615848	3,336296	11,15507	0,7692118	8,847436	11,65714	
S01	6	8,32	8,36352	2,7405	21,5775	18,39268	18,47122	4,709544	17,4174	17,71297	14,04032	35,52257	1,963138	2,962963	0,9450622	2,962963	0,0125	1,545371	0,3441083	0,9828398	43,58951	404,547	-10,84996	0,88	123,4672	8,071644	96,	146,	1,58131	123,44	125,9629	-0,8330265	8,040082	64,64292	0,01062112	2,743877	149,0088	62,25734	0,5203812	249,1785	246,2855	3,950028	5,055317	1,206783	1,40169	-0,4670773	0,9767662	137,1522	7,773685	107,	153,	124,7716	8,599449	95,	149,	108,4386	8,572782	85,	139,	24,60609	3,219967	14,	38,	31,17793	5,22799	12,	43,	123,4672	8,071644	96,	146,	117,8478	10,05074	102,	148,	130,2283	9,923879	106,	160,	146,5614	10,18713	116,	170,	52,98537	3,941062	41,16218	61,76733	1,898635	0,5100293	-0,3685471	3,00965	10,62481	1,611114	5,791464	7,478795	
S01	7	7,072	7,08156	3,248	20,3445	16,59603	16,54919	4,709544	17,4174	17,45963	8,506399	21,15577	1,516558	2,125	0,8848925	2,125	0,01470588	1,258204	0,2474661	0,986647	61,48235	281,9276	7,544449	0,94	125,4429	7,196961	113,	152,	0,8264464	125,408	122,9746	1,121973	7,168799	51,39168	0,008086052	6,024366	259,9581	49,29749	0,4035458	252,5799	191,1657	3,82899	5,230564	2,518785	1,737375	-0,3560179	0,9466874	142,4724	6,044076	131,	167,	127,2376	7,838273	112,	157,	106,628	8,429222	93,	135,	24,8674	2,654593	14,	37,	38,45948	5,964574	16,	52,	125,4429	7,196961	113,	152,	112,5276	8,175876	87,99999	124,	127,7624	9,920812	97,99999	143,	148,372	9,457339	120,	162,	54,11873	3,635421	48,51599	65,02499	2,372892	0,7618589	-0,08731557	4,343222	13,33117	0,1675781	12,82844	13,32688	
S01	8	7,488	7,601341	2,842	20,3445	17,16666	17,05483	4,533573	16,14013	16,2668	10,56599	27,02696	1,784416	2,571429	0,9263202	2,571429	0,01388889	1,45275	0,3250334	0,9732493	46,15725	325,1545	-1,377521	0,87	114,7869	4,055367	98,	127,	1,639374	114,7936	115,0059	-0,4605427	4,039559	16,31804	0,02277828	1,912027	630,2971	15,25993	0,5986668	231,3954	59,12769	3,376142	4,287627	0,9451554	1,2782	-0,4290366	0,9507156	132,0405	4,595681	108,	142,	116,2744	4,566109	96,	130,	96,0343	4,731061	87,	113,	24,14345	2,216501	12,	32,	41,68399	6,246499	22,	53,	114,7869	4,055367	98,	127,	122,9595	8,013515	113,	147,	138,7256	6,758143	125,	159,	158,9657	5,655238	142,	168,	49,8677	2,756501	41,59819	54,97776	2,75086	0,381244	1,607128	3,172971	13,43295	2,180604	6,891135	10,8516	
S01	9	7,384	7,423159	3,248	20,7555	17,15687	17,23352	4,859849	18,54689	18,54689	9,888892	23,34898	1,701863	2,21875	0,8938463	2,21875	0,01408451	1,26279	0,2467959	0,9827689	62,81796	312,4576	-0,6220353	0,92	121,3279	8,245842	106,	146,	0,4345591	121,3091	121,9785	0,7338144	8,213559	67,46255	0,005650629	6,059193	169,3045	66,74188	0,3741853	244,5417	260,9084	4,064467	5,503883	2,271543	1,727896	-0,3816057	0,9619759	138,7757	7,113948	124,	160,	122,9728	8,848932	106,	150,	102,2234	9,415367	85,	131,	24,47494	2,645521	18,	37,	40,4486	6,578799	19,	56,	121,3279	8,245842	106,	146,	116,2243	7,07477	94,99999	131,	132,0272	9,009067	105,	149,	152,7766	9,592186	124,	170,	52,50071	3,314514	45,97341	62,44425	2,623382	0,7378266	0,4099017	3,709063	13,57711	0,7427378	11,34889	14,43796	
S01	10	6,968	6,9722	2,842	19,1115	15,82652	15,85603	4,370528	15,00008	14,92618	8,71833	22,07392	1,717909	2,392857	0,9058953	2,392857	0,01492537	1,328627	0,3044948	0,9873856	48,86438	268,4379	-11,58632	0,9	118,4731	5,907285	105,	141,	1,259847	118,4654	116,002	0,9649798	5,884125	34,62293	0,02804265	1,861078	333,4525	33,15983	0,6061848	238,6659	130,7782	3,571537	4,41816	0,9339511	1,269607	-0,4909865	0,9713846	136,6962	5,04427	121,	154,	119,7489	6,303231	105,	143,	98,99664	7,083826	88,	128,	23,58072	2,023182	17,	31,	42,13229	5,794159	21,	53,	118,4731	5,907285	105,	141,	118,3038	5,767944	101,	134,	135,2511	7,750379	112,	150,	156,0034	9,667793	127,	167,	51,34307	2,870658	45,45932	59,95505	3,129717	0,5516848	1,474663	3,466032	13,81646	1,455158	9,450987	11,89788	
