Réf. Ech	Index	Longueur (mm)	Longueur intérieure (mm)	Largeur (mm)	Périmètre (mm)	Périmètre de Crofton (mm)	Périmètre convexe (mm)	Dimètre Eq. (mm)	Surface (mm2)	Surface convexe (mm2)	Surface DiffCAP (mm2)	Surface DiffCEN (mm2)	Surface DiffEAP (mm2)	Finesse	Excentricité	F. Feret	Compacité	Circularité	Rugosité	Index de courbure	Moment inertie 1	Moment inertie 2	Moment inertie 3	Symétrie	Moyenne ndg	Ecart type ndg	Minimum ndg	Maximum ndg	Histo. Kurtose	Histo. Moyenne	Histo. Pic	Histo. Assymétrie	Histo. Ecart type	Histo. Variance	Cooc. Uniformité	Cooc. Contraste	Cooc. Corrélation	Cooc. Variance globale	Cooc. Homogénéïté	Cooc. Somme des moyennes	Cooc. Somme des variances	Cooc. Somme des entropies	Cooc. Entropie globale	Cooc. Ecart variance	Cooc. Ecart entropie	Cooc. Corrélation IC1	Cooc. Corrélation IC2	RVB R Moy	RVB R Ect	RVB R Min	RVB R Max	RVB V Moy	RVB V Ect	RVB V Min	RVB V Max	RVB B Moy	RVB B Ect	RVB B Min	RVB B Max	TSI T Moy	TSI T Ect	TSI T Min	TSI T Max	TSI S Moy	TSI S Ect	TSI S Min	TSI S Max	TSI I Moy	TSI I Ect	TSI I Min	TSI I Max	CMJ C Moy	CMJ C Ect	CMJ C Min	CMJ C Max	CMJ M Moy	CMJ M Ect	CMJ M Min	CMJ M Max	CMJ J Moy	CMJ J Ect	CMJ J Min	CMJ J Max	Lab L Moy	Lab L Ect	Lab L Min	Lab L Max	Lab a Moy	Lab a Ect	Lab a Min	Lab a Max	Lab b Moy	Lab b Ect	Lab b Min	Lab b Max	Classe	Masse surfacique (gr/mm2)	Poids estimé (gr)
S01	1	6,032	6,068097	2,7405	17,0565	14,16357	14,15138	3,982703	12,45608	12,46664	6,911893	15,55762	1,513475	2,148148	0,8956491	2,148148	0,01724138	1,281416	0,2657052	0,9821036	42,63308	211,4354	-10,69534	0,92	106,1936	9,426981	95,	134,	1,647057	106,192	99,88281	1,568068	9,422244	88,77868	0,01087319	4,117647	105,0442	86,72219	0,4686362	213,7647	342,7711	3,792172	4,95376	1,869909	1,546664	-0,4265072	0,9653035	119,2118	9,403284	106,	147,	106,7433	10,31779	94,	138,	92,65778	9,182165	81,	120,	22,65358	4,109211	7,	36,	32,67041	5,888105	13,	44,	106,1936	9,426981	95,	134,	135,7882	9,262738	108,	149,	148,2567	10,41889	117,	161,	162,3422	9,11407	135,	174,	45,88404	3,967214	40,67649	57,78568	2,426041	0,7366345	0,2161371	2,514149	9,68645	0,388759	9,220315	10,85273	2	0,0009886567	0,01231479
S01	2	6,968	6,939637	3,045	19,5225	15,98792	15,94028	4,460338	15,62288	15,58066	8,156743	21,74571	1,546155	2,233333	0,8984337	2,233333	0,01492537	1,301813	0,2564704	0,9920188	52,617	267,8116	13,31097	0,93	136,7614	9,057145	117,	158,	-0,6213363	136,7713	133,8672	-0,007968471	9,055606	82,00401	0,003073459	11,71737	165,3481	83,25703	0,2614598	275,4563	321,3105	4,210709	5,950414	3,619757	1,992579	-0,3332338	0,9525668	152,0458	8,221336	133,	173,	138,409	9,944048	115,	163,	119,8232	9,905104	96,	141,	25,07881	3,303619	14,	36,	31,78807	5,932241	19,	49,	136,7614	9,057145	117,	158,	102,9542	6,984741	81,99999	122,	116,591	8,197017	91,99999	140,	135,1768	7,941076	114,	159,	58,34532	2,977664	49,60816	67,27831	1,960148	0,6416049	-0,1038768	3,884962	11,80603	0,4339387	12,73763	13,10785	1	0,0006140503	0,009593233
S01	3	6,656	6,745985	3,045	19,1115	15,71239	15,69749	4,436162	15,45398	15,4751	7,792896	19,13753	1,826517	2,133333	0,8857694	2,133333	0,015625	1,271071	0,2747315	0,974802	55,04581	253,1292	9,203192	0,9	141,897	16,0264	106,	177,	-0,4770043	141,9035	145,9766	-0,007067769	16,02934	256,9397	0,002726822	7,972599	44,88213	255,959	0,3154859	287,4109	1015,863	4,741751	6,116469	2,549446	1,81187	-0,5023879	0,9917099	158,3294	16,8939	119,	193,	144,7736	17,09424	107,	183,	122,5558	14,56066	90,	159,	26,86159	3,041415	17,	35,	34,82511	4,873563	21,	50,	141,897	16,0264	106,	177,	96,6706	13,10979	62,	136,	110,2264	12,74214	71,99999	148,	132,4442	12,14807	95,99999	165,	60,69609	4,940811	45,87366	74,64015	1,326663	0,2880419	-0,4625374	1,757491	13,63159	0,7927739	11,25327	13,48195	1	0,0006140503	0,00948952
S01	4	6,76	6,89212	2,9435	18,906	15,91701	16,03675	4,479884	15,76011	15,74955	8,959429	19,4553	1,827251	2,241379	0,9011873	2,241379	0,01538462	1,279056	0,2795869	0,9690415	52,77866	275,598	-13,75227	0,92	123,7084	10,51784	104,	145,	-1,188713	123,7105	131,9141	-0,1239831	10,52228	110,7184	0,003778976	10,91419	98,51168	110,8639	0,3240554	249,4642	432,5413	4,253744	5,828398	4,372077	1,999014	-0,381707	0,9674913	140,0383	10,98428	120,	164,	124,2968	11,47176	102,	148,	106,8511	9,96809	87,	127,	22,48914	3,483104	14,	34,	34,87384	5,842171	14,	49,	123,7084	10,51784	104,	145,	114,9617	7,987249	90,99999	135,	130,7032	7,90107	107,	153,	148,1489	6,716306	128,	168,	53,0882	3,028084	44,49556	62,17245	3,092037	0,5231171	2,459829	4,661388	11,73003	0,5126817	11,13971	13,26807	1	0,0006140503	0,0096775
S01	5	7,408256	7,560657	3,1465	20,55	17,41855	17,52128	4,883303	18,72635	18,70523	10,53775	24,00688	1,84984	2,297846	0,9028432	2,290323	0,01403839	1,289131	0,2786255	0,9680659	62,24172	328,6276	-18,32679	0,89	116,6853	9,721224	102,	145,	0,3357035	116,7038	111,9922	0,9019187	9,724215	94,56035	0,007930301	4,101411	112,7036	93,12086	0,4647319	234,7592	368,3821	4,157506	5,328344	1,782102	1,580305	-0,4761824	0,981943	134,485	7,444619	119,	157,	117,2913	10,25692	101,	148,	98,28631	12,14491	81,	134,	22,58765	2,973487	10,	45,	40,86561	9,324403	12,	58,	116,6853	9,721224	102,	145,	120,515	7,505013	97,99999	136,	137,7087	10,23623	107,	154,	156,7137	11,90456	121,	174,	50,43602	3,75927	43,97857	61,71383	3,521167	0,8908076	0,8487442	3,927376	12,94026	1,451134	8,586859	14,00093	1	0,0006140503	0,01149892
S01	6	7,488	7,507729	2,7405	20,139	16,85771	16,95473	4,554281	16,28791	16,1929	10,97347	27,16189	1,79327	2,666667	0,9249018	2,666667	0,01388889	1,388218	0,2717684	0,9853845	48,06866	322,567	-18,62263	0,93	121,8291	9,432927	101,	148,	-0,4014564	121,8389	126,8359	-0,106891	9,431108	88,9458	0,007680013	3,10532	116,4759	88,32545	0,5045747	245,8806	350,1964	4,176051	5,276289	1,356379	1,466033	-0,5081238	0,9861619	138,8433	8,018568	118,	158,	122,9298	10,11768	99,	151,	103,7019	10,6943	80,	135,	23,53306	2,598359	16,	33,	38,3235	6,857606	19,	57,	121,8291	9,432927	101,	148,	116,1567	6,947777	96,99999	137,	132,0702	9,356728	104,	156,	151,2981	10,43269	120,	175,	52,52822	3,369057	43,29249	62,6354	2,900166	0,879761	-0,2608829	4,536887	12,75871	1,138021	9,344646	13,64179	1	0,0006140503	0,0100016
S01	7	7,8	8,005003	3,654	22,3995	18,60136	18,66173	5,258405	21,71369	21,85092	11,08514	25,34567	2,280302	2,083333	0,8846866	2,083333	0,01333333	1,267889	0,294112	0,9626793	77,32658	355,5635	3,449948	0,87	123,7744	4,374738	115,	143,	1,088505	123,7974	122,9297	0,7578855	4,367235	19,07274	0,0191607	1,83947	723,0153	18,31551	0,5883331	249,2489	71,4226	3,467576	4,419498	0,8628952	1,252304	-0,4206177	0,9513196	142,3952	3,868535	133,	159,	124,7891	4,825335	115,	147,	104,1458	5,838905	93,	127,	23,08479	2,384953	11,	32,	40,56132	6,002534	17,	55,	123,7744	4,374738	115,	143,	112,6048	5,534925	95,99999	122,	130,2109	7,403643	108,	140,	150,8542	7,618085	128,	162,	53,38682	2,689676	49,54256	61,45585	3,364337	0,7732531	1,044578	3,442917	13,74663	0,516319	12,19767	14,77387	1	0,0006140503	0,0133333
S01	8	7,28	7,288162	2,9435	19,9335	16,77701	16,95645	4,675167	17,16406	17,13239	10,63502	23,62715	1,942879	2,413793	0,9146234	2,413793	0,01428571	1,304773	0,2811104	0,9868743	52,72325	322,3134	2,91162	0,89	129,1319	9,616446	113,	157,	0,4588159	129,1446	122,1484	1,107031	9,610781	92,36711	0,007352687	5,596821	143,7749	89,41484	0,4466704	259,9682	352,0625	4,082026	5,397843	2,713234	1,67296	-0,4235037	0,9721035	147,2217	7,574254	135,	169,	130,5491	10,3685	112,	164,	109,6483	11,50196	90,	143,	24,0449	3,040091	16,	39,	38,91768	7,261319	15,	58,	129,1319	9,616446	113,	157,	107,7783	7,259435	85,99999	120,	124,4509	11,15029	90,99999	143,	145,3517	11,11725	112,	165,	55,53637	3,905827	48,85604	67,25385	2,886206	0,9065863	-1,856221	5,605965	13,63284	0,6951554	11,54738	15,6206	1	0,0006140503	0,0105396
S01	9	7,072	7,035655	3,1465	19,9335	16,4917	16,59066	4,733743	17,59685	17,48074	8,876418	20,88268	1,686267	2,193548	0,883009	2,193548	0,01470588	1,229763	0,2658059	0,9930845	62,77911	283,7607	-6,970148	0,91	128,1008	7,633115	110,	148,	-0,3800418	128,1038	126,8359	0,3153002	7,626487	58,16331	0,004533694	7,584994	208,636	58,25672	0,3356403	257,794	225,4418	4,057436	5,650398	2,734961	1,82201	-0,3371771	0,9480962	145,6148	6,628209	129,	165,	129,4185	8,284927	107,	151,	109,3222	8,783085	90,	132,	23,85599	2,659321	12,	33,	37,65076	6,085983	23,	57,	128,1008	7,633115	110,	148,	109,3852	6,461746	89,99999	126,	125,5815	7,472845	104,	148,	145,6778	7,559258	123,	165,	55,07011	2,733275	46,87028	63,17599	2,824132	1,052406	1,96473	5,981349	13,14836	0,4224087	11,88113	12,78998	1	0,0006140503	0,01080535
S01	10	11,84921	11,87286	3,67279	30,2085	25,26293	25,14942	5,92094	27,53005	28,05785	24,82812	80,67284	3,254286	3,148661	0,9544973	3,148661	0,008776957	1,844533	0,5069862	0,9860127	80,36024	688,9454	104,7651	0,9	152,6689	14,6092	119,	195,	-0,1726416	152,6777	156,1328	0,1082184	14,60592	213,3328	0,002813023	8,926504	66,55305	215,9545	0,3455791	307,9868	854,8926	4,697176	6,240275	3,636505	1,905745	-0,4557669	0,9873522	164,1117	14,75846	130,	203,	155,4194	15,65985	119,	201,	138,4467	14,36321	107,	184,	28,90598	5,22003	7,	55,	23,83932	6,138232	6,	41,	152,6689	14,6092	119,	195,	90,88833	12,96278	52,	125,	99,58064	15,19355	54,	136,	116,5533	15,18443	70,99999	148,	64,43114	5,422997	50,68839	80,70013	0,21955	0,6232959	-2,268723	2,089438	10,03063	0,6345765	8,126896	8,733552	1	0,0006140503	0,01690483
