Réf. Ech	Index	Longueur (mm)	Longueur intérieure (mm)	Largeur (mm)	Périmètre (mm)	Périmètre de Crofton (mm)	Périmètre convexe (mm)	Dimètre Eq. (mm)	Surface (mm2)	Surface convexe (mm2)	Surface DiffCAP (mm2)	Surface DiffCEN (mm2)	Surface DiffEAP (mm2)	Finesse	Excentricité	F. Feret	Compacité	Circularité	Rugosité	Index de courbure	Moment inertie 1	Moment inertie 2	Moment inertie 3	Symétrie	Moyenne ndg	Ecart type ndg	Minimum ndg	Maximum ndg	Histo. Kurtose	Histo. Moyenne	Histo. Pic	Histo. Assymétrie	Histo. Ecart type	Histo. Variance	Cooc. Uniformité	Cooc. Contraste	Cooc. Corrélation	Cooc. Variance globale	Cooc. Homogénéïté	Cooc. Somme des moyennes	Cooc. Somme des variances	Cooc. Somme des entropies	Cooc. Entropie globale	Cooc. Ecart variance	Cooc. Ecart entropie	Cooc. Corrélation IC1	Cooc. Corrélation IC2	RVB R Moy	RVB R Ect	RVB R Min	RVB R Max	RVB V Moy	RVB V Ect	RVB V Min	RVB V Max	RVB B Moy	RVB B Ect	RVB B Min	RVB B Max	TSI T Moy	TSI T Ect	TSI T Min	TSI T Max	TSI S Moy	TSI S Ect	TSI S Min	TSI S Max	TSI I Moy	TSI I Ect	TSI I Min	TSI I Max	CMJ C Moy	CMJ C Ect	CMJ C Min	CMJ C Max	CMJ M Moy	CMJ M Ect	CMJ M Min	CMJ M Max	CMJ J Moy	CMJ J Ect	CMJ J Min	CMJ J Max	Lab L Moy	Lab L Ect	Lab L Min	Lab L Max	Lab a Moy	Lab a Ect	Lab a Min	Lab a Max	Lab b Moy	Lab b Ect	Lab b Min	Lab b Max	
S01	1	8,008	8,110294	2,842	21,5775	18,10737	18,1354	4,738001	17,62852	18,07187	13,07601	31,71954	2,068475	2,75	0,9376917	2,75	0,01298701	1,47986	0,2964009	0,9755195	47,12639	386,5103	11,82664	0,89	132,5646	5,290751	112,	145,	1,427698	132,6009	129,1621	-0,632392	5,252831	27,59224	0,01288799	2,724	456,7369	27,52175	0,5194204	267,342	107,3631	3,638353	4,726104	1,225824	1,369166	-0,4213428	0,959043	147,9654	5,156818	125,	159,	134,2219	5,996492	111,	148,	115,4963	6,024845	97,	132,	24,88109	2,636509	18,	40,	32,87734	5,393399	17,	47,	132,5646	5,290751	112,	145,	107,0346	7,655118	95,99999	130,	120,7781	7,740633	107,	144,	139,5037	6,165415	123,	158,	56,73628	2,998198	47,74168	61,84073	2,007391	0,3444797	1,290958	3,04083	11,96581	0,7233362	9,7958	9,920397	
S01	2	7,072	7,164294	2,233	18,084	15,53714	15,79408	4,034678	12,78332	12,80443	10,65265	25,63235	1,699817	3,090909	0,9467934	3,090909	0,01470588	1,502536	0,368747	0,9752532	31,35581	301,4678	5,622952	0,88	131,4099	7,123712	121,	152,	-0,4365666	131,4277	123,127	0,5478935	7,090127	50,26989	0,01033155	4,151841	306,5935	47,90322	0,4382746	264,4402	187,4611	3,846109	4,9845	1,62218	1,573321	-0,4407248	0,9696688	147,3113	5,054679	140,	163,	133,3676	7,652361	121,	154,	113,5028	9,342018	98,	139,	25,54085	2,983123	14,	37,	35,02535	6,959193	19,	51,	131,4099	7,123712	121,	152,	107,6887	5,229578	91,99999	115,	121,6324	6,87747	101,	134,	141,4972	8,499066	116,	157,	56,3982	2,523126	51,98617	63,96758	1,916141	0,5752203	0,6663314	3,641802	12,62545	1,192025	9,049376	15,33272	
S01	3	7,696	7,67966	2,7405	20,3445	17,05254	17,09772	4,488877	15,82344	15,85511	11,14592	29,83883	1,780099	2,740741	0,9365858	2,740741	0,01351351	1,462187	0,3388214	0,9900829	43,46852	339,5911	-21,62868	0,9	135,2495	7,553078	122,	158,	-0,2229245	135,2629	129,1621	0,6973152	7,507074	56,35616	0,008560952	3,659039	272,5964	54,79516	0,4575687	272,2792	215,5216	3,92635	5,133003	1,467013	1,515544	-0,4352055	0,9708017	149,7218	6,283792	139,	170,	136,9488	7,951232	122,	161,	119,1119	9,104773	103,	144,	25,24307	3,099727	17,	42,	30,67484	5,740829	12,	43,	135,2495	7,553078	122,	158,	105,2782	6,759417	84,99999	116,	118,0512	8,017064	93,99999	133,	135,8881	8,296023	111,	152,	57,72156	2,945366	52,27231	66,55766	1,743375	0,5492639	0,3202768	3,391167	11,30469	0,5025466	10,01887	12,81233	
S01	4	8,424	8,536379	3,248	22,8105	19,33339	19,38303	5,134234	20,70032	21,00644	14,20375	34,2168	2,338282	2,53125	0,9313719	2,53125	0,01234568	1,436696	0,2835295	0,9749743	60,32106	429,1936	-33,57566	0,88	128,5655	5,943631	112,	148,	1,207203	128,6187	131,1738	-0,5663411	5,961155	35,53537	0,01662755	2,285257	349,6215	35,97831	0,5825073	259,0193	141,6279	3,704034	4,667077	1,186791	1,307459	-0,4690602	0,9709388	145,7517	5,440235	128,	164,	130,2165	6,548003	111,	152,	109,7615	6,77316	91,	133,	24,42468	2,516368	14,	33,	37,43452	5,341083	19,	50,	128,5655	5,943631	112,	148,	109,2483	6,082766	90,99999	127,	124,7835	7,261167	103,	144,	145,2384	7,746152	122,	164,	55,31029	2,68922	47,89688	63,37795	2,493762	0,4377419	1,180537	3,364216	13,23229	0,5468143	11,59184	13,60264	
S01	5	7,274709	7,257375	2,7405	19,5225	16,27323	16,25796	4,278834	14,37727	14,52506	9,993586	26,49845	1,80129	2,590708	0,9350194	2,555556	0,0142961	1,465538	0,3013588	0,9903406	45,37952	300,2203	-42,10985	0,9	136,0731	7,771228	122,	161,	-0,4313793	136,0843	129,9668	0,4569938	7,737907	59,8752	0,005317381	7,766405	259,5637	57,54914	0,3763527	273,6484	222,4301	3,975309	5,503548	3,235428	1,836696	-0,3538011	0,9518982	152,3666	8,263206	138,	178,	137,5847	8,678661	120,	165,	118,2875	8,259357	104,	142,	24,53349	4,046072	11,	42,	33,39708	6,911715	14,	50,	136,0731	7,771228	122,	161,	102,6334	8,544461	76,99999	117,	117,4153	9,138451	89,99999	135,	136,7125	7,904182	113,	151,	58,1164	3,381814	51,65093	68,26184	2,311295	0,6574938	0,8880455	4,283776	12,3644	0,4215377	11,34811	13,62901	
S01	6	7,384	7,522247	2,842	19,9335	17,00526	17,04012	4,579301	16,46736	16,50958	11,01698	25,77635	1,777587	2,535714	0,9245709	2,535714	0,01408451	1,397232	0,2659698	0,9698232	47,97725	326,5434	-11,82063	0,89	122,985	8,303259	101,	140,	-0,5516584	122,9993	121,1152	-0,1987738	8,334896	69,47049	0,003697814	11,28039	147,4554	69,61427	0,3084745	247,6343	267,1765	4,131504	5,861566	4,14841	2,013583	-0,3196196	0,9446968	137,8353	8,328625	115,	155,	123,9052	9,426781	97,	146,	107,2206	8,46305	86,	127,	23,58383	4,325049	11,	39,	32,78343	6,393459	16,	53,	122,985	8,303259	101,	140,	117,1647	7,611771	99,99999	140,	131,0948	8,968389	109,	158,	147,7794	7,073517	128,	169,	52,78161	3,406932	42,56081	60,83335	2,477088	0,9611889	0,03139343	5,360655	11,0554	0,6988602	8,958822	11,27117	
S01	7	6,681251	6,628005	3,1465	18,906	15,57463	15,61802	4,420986	15,34842	15,39065	8,005305	18,89099	1,661506	2,072348	0,8915446	2,032258	0,01556595	1,257469	0,2571389	0,9959177	59,19635	250,3832	35,83989	0,9	126,5676	10,06784	104,	159,	-0,05466941	126,581	119,9082	0,5964126	10,07202	101,4456	0,004070178	8,800457	113,0569	96,48327	0,3441505	254,7526	377,1326	4,248048	5,811302	3,45313	1,891505	-0,3897837	0,9695388	137,3176	9,91646	114,	169,	127,9109	11,09577	102,	163,	114,4378	9,7954	94,	146,	25,4367	5,55129	8,	45,	24,50751	4,426429	8,	39,	126,5676	10,06784	104,	159,	117,6824	10,5608	85,99999	141,	127,0891	11,69635	91,99999	153,	140,5622	10,52075	109,	161,	54,01137	4,347847	44,07232	67,05491	1,161166	0,7121032	-0,8195705	3,297476	8,595325	0,7829974	6,246332	9,602054	
S01	8	7,384	7,417329	3,1465	20,55	16,96205	17,01539	4,723794	17,52296	17,54407	9,601931	24,43706	1,775583	2,290323	0,9044471	2,290323	0,01408451	1,306396	0,2828626	0,9835414	56,7183	310,5316	-6,704255	0,93	104,0147	7,832971	86,	131,	0,2978831	104,0075	101,8027	0,5504642	7,81772	61,11675	0,006329491	4,993156	128,0158	58,20927	0,4338455	209,8475	227,8438	4,043406	5,380554	2,100165	1,653263	-0,4132537	0,9692013	119,07	7,775393	99,	141,	103,6455	8,563005	83,	135,	89,34531	7,706805	73,	119,	20,37845	3,209031	11,	35,	36,10129	4,95718	19,	48,	104,0147	7,832971	86,	131,	135,93	7,310005	114,	156,	151,3545	10,4515	120,	172,	165,6547	9,884903	136,	182,	44,91833	3,830333	36,59362	56,40933	3,660312	1,010229	-0,6296262	4,866803	10,31069	0,6653252	8,314712	9,406941	
S01	9	6,387022	6,468245	3,3495	19,1115	15,71239	15,72219	4,628934	16,82627	16,77349	6,654743	14,72262	1,760451	1,86102	0,837903	1,848485	0,01628302	1,167408	0,2726655	0,9755744	69,79584	233,8891	-3,829715	0,92	129,3573	6,100573	116,	146,	-0,3642699	129,385	127,1504	0,3379247	6,077542	36,93651	0,01066118	3,069582	364,3561	37,02832	0,5097904	260,8906	145,0437	3,793502	4,961828	1,373892	1,450142	-0,4172759	0,9627717	143,4253	5,792079	129,	160,	130,1786	6,637508	113,	148,	114,4735	6,709934	100,	131,	23,32325	3,051456	14,	37,	29,43478	4,647505	11,	40,	129,3573	6,100573	116,	146,	111,5747	5,524895	94,99999	126,	124,8214	5,94046	107,	142,	140,5265	5,508822	124,	155,	55,19184	2,237862	48,75701	61,90543	2,314465	0,5649803	1,517586	4,009406	10,32221	0,2723106	9,505277	10,58841	
S01	10	7,384	7,50044	3,3495	20,961	17,3517	17,26974	4,839059	18,38855	18,473	9,617163	23,67632	1,896405	2,151515	0,8931218	2,151515	0,01408451	1,302754	0,2643566	0,9726429	63,44876	308,705	14,21573	0,91	113,6283	11,17684	92,	144,	-0,8677812	113,6377	119,9082	-0,04632903	11,18718	125,153	0,002709855	12,95692	71,5369	119,9022	0,2719159	229,2868	466,6519	4,371559	6,100243	4,439724	2,065442	-0,3593481	0,9648349	127,1309	10,80708	107,	153,	113,8458	12,17413	89,	149,	99,94108	11,1607	77,	131,	21,77903	4,197531	10,	39,	31,00433	5,972855	16,	47,	113,6283	11,17684	92,	144,	127,8692	8,623055	102,	148,	141,1543	11,71809	106,	166,	155,0589	10,35297	124,	178,	48,81083	4,254036	39,25243	61,57294	2,737805	0,8616993	-1,748528	5,322903	9,59006	0,1476428	9,690132	10,03299	
