Réf. Ech	Index	Longueur (mm)	Longueur intérieure (mm)	Largeur (mm)	Périmètre (mm)	Périmètre de Crofton (mm)	Périmètre convexe (mm)	Dimètre Eq. (mm)	Surface (mm2)	Surface convexe (mm2)	Surface DiffCAP (mm2)	Surface DiffCEN (mm2)	Surface DiffEAP (mm2)	Finesse	Excentricité	F. Feret	Compacité	Circularité	Rugosité	Index de courbure	Moment inertie 1	Moment inertie 2	Moment inertie 3	Symétrie	Moyenne ndg	Ecart type ndg	Minimum ndg	Maximum ndg	Histo. Kurtose	Histo. Moyenne	Histo. Pic	Histo. Assymétrie	Histo. Ecart type	Histo. Variance	Cooc. Uniformité	Cooc. Contraste	Cooc. Corrélation	Cooc. Variance globale	Cooc. Homogénéïté	Cooc. Somme des moyennes	Cooc. Somme des variances	Cooc. Somme des entropies	Cooc. Entropie globale	Cooc. Ecart variance	Cooc. Ecart entropie	Cooc. Corrélation IC1	Cooc. Corrélation IC2	RVB R Moy	RVB R Ect	RVB R Min	RVB R Max	RVB V Moy	RVB V Ect	RVB V Min	RVB V Max	RVB B Moy	RVB B Ect	RVB B Min	RVB B Max	TSI T Moy	TSI T Ect	TSI T Min	TSI T Max	TSI S Moy	TSI S Ect	TSI S Min	TSI S Max	TSI I Moy	TSI I Ect	TSI I Min	TSI I Max	CMJ C Moy	CMJ C Ect	CMJ C Min	CMJ C Max	CMJ M Moy	CMJ M Ect	CMJ M Min	CMJ M Max	CMJ J Moy	CMJ J Ect	CMJ J Min	CMJ J Max	Lab L Moy	Lab L Ect	Lab L Min	Lab L Max	Lab a Moy	Lab a Ect	Lab a Min	Lab a Max	Lab b Moy	Lab b Ect	Lab b Min	Lab b Max	Classe	Masse surfacique (gr/mm2)	Poids estimé (gr)
S01	1	7,696	7,724681	3,654	22,194	18,34947	18,4505	5,330763	22,31538	22,23094	10,4972	23,10966	1,739311	2,055556	0,8738989	2,055556	0,01351351	1,200517	0,2331953	0,9843125	81,8969	346,3173	3,637778	0,94	129,3487	7,944792	108,	149,	-0,4580392	129,3523	131,0371	0,09752971	7,955354	63,28765	0,004270435	6,459707	185,9312	63,05459	0,3434214	260,7526	245,7587	4,127758	5,660403	2,191877	1,733994	-0,3647945	0,9591579	143,6399	6,557314	123,	162,	130,8641	8,651422	108,	154,	113,5301	9,468	93,	136,	24,9913	3,269764	15,	37,	31,43307	6,666206	14,	49,	129,3487	7,944792	108,	149,	111,3601	6,879959	92,99999	132,	124,1359	7,71196	101,	147,	141,4699	7,489962	119,	162,	55,37723	2,921257	46,61346	63,81134	1,860159	0,549467	-0,2117578	3,324808	11,12949	0,2106686	10,49749	10,55939	1	0,001405199	0,03135756
S01	2	7,28	7,399773	3,1465	20,3445	17,05254	17,06977	4,767697	17,8502	17,80797	9,774793	23,17476	1,871298	2,258065	0,90061	2,258065	0,01428571	1,296167	0,2700625	0,9719893	59,11805	309,9936	-10,87811	0,93	118,0321	5,53193	108,	142,	2,3037	118,0007	116,0449	1,468958	5,546971	30,76889	0,02082785	3,649669	437,9427	26,69041	0,5166975	237,323	103,1119	3,483579	4,56363	1,798116	1,525463	-0,3858491	0,9418929	134,3307	4,750157	123,	156,	118,9118	5,916248	108,	144,	100,8832	6,958042	89,	128,	23,07308	2,390194	15,	32,	37,25401	6,452122	17,	50,	118,0321	5,53193	108,	142,	120,6693	7,223114	98,99999	132,	136,0882	8,36275	111,	147,	154,1167	9,038918	127,	166,	50,92678	3,158699	46,52169	60,40287	2,918358	0,4069702	1,697447	2,702829	12,10333	0,664436	10,11002	12,80695	1	0,001405199	0,02508309
S01	3	7,28	7,332135	3,248	20,55	17,24736	17,33792	4,947569	19,22248	19,02191	9,87648	21,51945	1,692467	2,1875	0,8857433	2,1875	0,01428571	1,231294	0,2498104	0,9809557	67,62898	313,1769	5,547933	0,91	117,0675	10,614	92,	145,	-0,4725972	117,0723	119,9902	0,4502031	10,62188	112,8244	0,003608815	10,77853	77,88439	110,0174	0,2819508	235,1437	429,2912	4,324943	5,927105	3,854025	1,961431	-0,3825176	0,9692242	132,8811	8,795684	107,	157,	118,1863	11,69032	87,	148,	100,1622	12,29581	78,	132,	23,88755	3,77949	10,	41,	37,38715	8,986975	18,	57,	117,0675	10,614	92,	145,	122,1189	8,627034	97,99999	148,	136,8136	10,39545	107,	168,	154,8378	10,61259	123,	177,	50,57109	3,953102	38,71178	61,66617	2,6266	1,357349	0,5160347	6,698646	12,00786	1,230467	8,316459	9,64863	1	0,001405199	0,02701142
S01	4	8,112	8,086561	3,451	22,605	18,68206	18,70658	5,227639	21,46035	21,49202	12,13235	28,98732	2,067196	2,294118	0,8975543	2,294118	0,01282051	1,294012	0,2916055	0,9910888	71,59738	368,2626	-1,451166	0,92	128,8143	8,194999	110,	146,	-0,8415918	128,8156	121,1738	0,1235634	8,197751	67,20313	0,004018824	8,600899	186,1084	65,34377	0,3368191	258,922	252,7741	4,091914	5,734321	3,265597	1,888806	-0,3311214	0,9472337	145,1721	7,015372	130,	164,	129,505	9,25042	108,	151,	111,7479	9,560626	89,	137,	22,86286	3,70363	10,	42,	34,015	7,102052	12,	52,	128,8143	8,194999	110,	146,	109,8279	6,275953	90,99999	125,	125,495	7,168333	104,	147,	143,2522	8,417386	118,	166,	55,10685	2,698944	47,22567	63,20369	2,96849	0,901844	2,377708	5,674022	11,79725	0,8995263	9,098674	13,88909	1	0,001405199	0,03015607
S01	5	8,008	8,084473	3,5525	22,605	18,96737	18,99441	5,345871	22,44206	22,63206	12,14783	27,08036	2,115607	2,2	0,8920946	2,2	0,01298701	1,275491	0,28644	0,9786353	77,50752	376,3026	-12,99067	0,87	122,0938	6,520808	105,	141,	0,3110037	122,094	119,9902	-0,1241216	6,522341	42,54094	0,01253243	1,974017	262,8704	42,09721	0,594041	246,0161	166,4148	3,880415	4,84279	0,981027	1,284624	-0,4943619	0,9789903	139,4581	5,978679	121,	157,	123,5298	7,107036	104,	144,	103,3135	7,576462	87,	126,	24,02813	2,459157	17,	33,	39,40924	6,504616	17,	54,	122,0938	6,520808	105,	141,	115,5419	6,152708	97,99999	134,	131,4702	6,823402	111,	151,	151,6865	7,56218	129,	168,	52,7429	2,567585	45,15619	60,44566	2,750314	0,3842406	1,768654	3,903036	13,29149	0,6584594	11,31611	12,07363	1	0,001405199	0,03153557
S01	6	7,696	7,772941	3,3495	21,5775	17,99324	17,92809	5,024405	19,82417	19,7925	10,62045	25,47397	1,804713	2,242424	0,8964421	2,242424	0,01351351	1,29942	0,2696673	0,9782013	66,59378	338,0255	-6,879077	0,93	118,4546	10,76752	103,	155,	0,7383209	118,4516	106,9707	1,004788	10,76695	115,9272	0,004071398	8,569658	94,69103	113,1881	0,3222952	238,7065	444,1825	4,254251	5,808668	3,045418	1,877469	-0,3843471	0,9679555	134,252	9,917527	117,	167,	119,5782	11,46106	102,	160,	101,5626	11,48796	84,	141,	23,78169	3,039656	14,	36,	36,75117	6,344247	22,	50,	118,4546	10,76752	103,	155,	120,7481	10,91602	87,99999	138,	135,4218	13,47392	94,99999	153,	153,4374	13,14581	114,	171,	51,11896	4,949091	44,12481	65,96623	2,607057	0,6133908	-0,7668849	2,921566	11,97363	0,3864978	10,81414	12,37618	1	0,001405199	0,02785691
S01	7	6,864	6,941038	2,9435	19,1115	15,82652	15,80348	4,292948	14,47228	14,56728	8,630968	22,22892	1,762367	2,275862	0,9168003	2,275862	0,01515152	1,377082	0,2908843	0,9770153	48,35398	272,7256	30,95362	0,86	130,5962	10,27699	97,	145,	1,001616	130,6013	140,9004	-1,187487	10,28739	105,8303	0,009067675	3,31505	89,91611	105,8	0,4714654	264,0446	419,8844	4,111167	5,160573	1,364326	1,448202	-0,51284	0,9856665	150,3884	12,3602	109,	166,	131,5974	11,0828	95,	146,	109,8539	7,77572	83,	122,	22,73753	2,377899	14,	29,	40,34085	4,501416	16,	49,	130,5962	10,27699	97,	145,	104,6116	13,79611	88,99999	146,	123,4026	12,19912	109,	160,	145,1461	8,951304	133,	172,	56,1249	4,937776	41,31158	61,71449	3,613849	0,03041148	3,522614	3,621704	14,37804	1,813735	8,936831	15,46796	1	0,001405199	0,02033644
S01	8	8,112	8,082699	3,045	21,783	17,95981	18,08631	4,888805	18,76857	18,72635	11,76784	31,49068	1,852121	2,6	0,9179732	2,6	0,01282051	1,367409	0,2720928	0,9915624	56,22177	357,3412	0,8759603	0,91	123,7483	10,31047	102,	142,	-1,000551	123,7517	133,0098	-0,3760128	10,32023	106,5072	0,002989703	17,23891	94,9557	110,6413	0,2276795	249,333	425,3262	4,237226	6,02743	5,381643	2,15177	-0,3270696	0,951461	142,1877	11,13885	118,	161,	124,3558	11,65103	98,	144,	104,7022	9,092101	83,	123,	22,37628	3,342642	12,	30,	39,22099	6,06772	21,	55,	123,7483	10,31047	102,	142,	112,8123	8,062572	93,99999	137,	130,6442	8,785268	111,	157,	150,2978	7,23407	132,	172,	53,26094	3,393602	43,08014	60,7407	3,609973	0,6555378	2,886646	5,576587	13,2469	0,5674353	11,5446	13,47935	1	0,001405199	0,02637358
S01	9	7,28	7,27974	3,3495	20,7555	17,21394	17,24878	4,92169	19,02191	18,92691	9,60519	21,72529	1,977748	2,121212	0,8818654	2,121212	0,01428571	1,239459	0,2382913	0,988016	67,982	305,5753	3,07013	0,9	124,0809	7,648004	107,	146,	-0,3390134	124,072	123,9355	0,3826714	7,661024	58,69128	0,005734752	5,129199	206,2688	55,76331	0,4014999	249,8114	217,924	4,039997	5,439374	1,928768	1,66075	-0,3897395	0,9634008	141,0033	6,416451	127,	160,	125,4399	8,263268	108,	150,	105,8078	8,831545	86,	130,	24,05397	2,903232	15,	34,	37,82011	5,925981	23,	55,	124,0809	7,648004	107,	146,	113,9967	6,33225	94,99999	128,	129,5601	8,186704	105,	147,	149,1922	8,064054	125,	169,	53,46923	2,984062	46,85492	62,42142	2,671879	0,8072901	0,2500087	3,964763	12,87995	0,7409957	11,87898	15,10293	1	0,001405199	0,02672957
S01	10	8,32	8,362426	3,1465	22,3995	18,82961	18,96638	5,093491	20,37308	20,44697	13,53696	32,89078	2,048413	2,580645	0,9268093	2,580645	0,0125	1,384688	0,2633035	0,9829684	58,36749	411,2745	-10,66908	0,9	113,874	9,567027	93,	138,	-0,4662255	113,8629	108,1543	0,3090018	9,563227	91,4553	0,003236183	11,14878	95,39594	91,56569	0,3093822	229,5634	355,1143	4,254626	5,996184	4,222896	2,013901	-0,3418219	0,9568675	127,4224	8,740325	108,	150,	114,0691	10,49323	89,	142,	100,1429	10,1752	78,	126,	21,82873	4,271218	7,	40,	31,0361	6,495025	14,	47,	113,874	9,567027	93,	138,	127,5776	7,525861	105,	147,	140,9309	9,310295	113,	166,	154,8571	8,619044	129,	177,	48,90574	3,459559	39,38264	59,28441	2,760569	1,051034	0,1421238	5,913672	9,608602	0,1116403	9,273681	9,588207	1	0,001405199	0,02862824
