Réf. Ech	Index	Longueur (mm)	Longueur intérieure (mm)	Largeur (mm)	Périmètre (mm)	Périmètre de Crofton (mm)	Périmètre convexe (mm)	Dimètre Eq. (mm)	Surface (mm2)	Surface convexe (mm2)	Surface DiffCAP (mm2)	Surface DiffCEN (mm2)	Surface DiffEAP (mm2)	Finesse	Excentricité	F. Feret	Compacité	Circularité	Rugosité	Index de courbure	Moment inertie 1	Moment inertie 2	Moment inertie 3	Symétrie	Moyenne ndg	Ecart type ndg	Minimum ndg	Maximum ndg	Histo. Kurtose	Histo. Moyenne	Histo. Pic	Histo. Assymétrie	Histo. Ecart type	Histo. Variance	Cooc. Uniformité	Cooc. Contraste	Cooc. Corrélation	Cooc. Variance globale	Cooc. Homogénéïté	Cooc. Somme des moyennes	Cooc. Somme des variances	Cooc. Somme des entropies	Cooc. Entropie globale	Cooc. Ecart variance	Cooc. Ecart entropie	Cooc. Corrélation IC1	Cooc. Corrélation IC2	RVB R Moy	RVB R Ect	RVB R Min	RVB R Max	RVB V Moy	RVB V Ect	RVB V Min	RVB V Max	RVB B Moy	RVB B Ect	RVB B Min	RVB B Max	TSI T Moy	TSI T Ect	TSI T Min	TSI T Max	TSI S Moy	TSI S Ect	TSI S Min	TSI S Max	TSI I Moy	TSI I Ect	TSI I Min	TSI I Max	CMJ C Moy	CMJ C Ect	CMJ C Min	CMJ C Max	CMJ M Moy	CMJ M Ect	CMJ M Min	CMJ M Max	CMJ J Moy	CMJ J Ect	CMJ J Min	CMJ J Max	Lab L Moy	Lab L Ect	Lab L Min	Lab L Max	Lab a Moy	Lab a Ect	Lab a Min	Lab a Max	Lab b Moy	Lab b Ect	Lab b Min	Lab b Max	
S01	1	7,8	7,80959	3,3495	21,783	17,95981	17,98462	5,020391	19,7925	19,75028	10,60514	26,94391	2,119249	2,272727	0,8969179	2,272727	0,01333333	1,296668	0,2454936	0,9867675	66,55944	340,3593	-1,191061	0,91	125,1789	4,310155	114,	145,	2,990989	125,1951	124,1055	0,7756672	4,304991	18,53294	0,022929	2,334164	714,9207	18,20198	0,6165948	251,9933	70,47377	3,39209	4,284779	1,385038	1,269028	-0,4377635	0,9536259	143,1757	4,019427	131,	161,	127,1387	4,561223	115,	148,	105,249	5,414491	94,	131,	24,79511	2,036445	15,	32,	40,71316	5,375676	17,	52,	125,1789	4,310155	114,	145,	111,8243	5,941422	93,99999	124,	127,8613	6,953773	107,	140,	149,751	8,583661	124,	161,	54,12764	2,622135	49,3684	61,99404	2,509722	0,2008191	1,907265	2,748468	14,14852	1,140784	10,72616	13,91784	
S01	2	7,8	7,77547	2,7405	20,55	17,30443	17,42548	4,595417	16,58348	16,64681	12,0632	30,18843	1,632004	2,777778	0,9347072	2,777778	0,01333333	1,436696	0,2775472	0,9910976	44,92851	353,5848	8,489019	0,87	128,5862	8,560843	112,	150,	-0,8800397	128,5956	128,9102	0,140028	8,567869	73,40839	0,00610692	3,101821	172,2904	73,22327	0,4634901	259,6034	289,7913	4,130784	5,275615	1,142422	1,42499	-0,4810279	0,9821464	141,8116	8,446105	124,	163,	130,2355	9,197197	112,	155,	113,7034	8,603378	97,	134,	25,44088	3,321457	14,	36,	29,61523	4,330559	18,	45,	128,5862	8,560843	112,	150,	113,1884	7,062792	91,99999	131,	124,7645	8,254845	99,99999	143,	141,2966	6,765536	121,	158,	55,04171	3,026356	47,92629	64,12077	1,511349	0,2708426	-0,6988208	2,043103	10,53355	0,5106685	10,04135	12,06555	
S01	3	7,868168	7,986266	3,248	21,783	18,24513	18,32232	4,986809	19,5286	19,63416	11,92155	28,4119	2,615715	2,364233	0,9131582	2,34375	0,01321782	1,356278	0,298271	0,9733708	62,78701	365,0152	23,63622	0,86	118,8732	4,813444	104,	131,	-0,1665289	118,8842	119,9414	-0,3976137	4,822543	23,25692	0,01396461	1,882806	477,2333	22,70961	0,5698889	239,4482	88,95562	3,596832	4,560866	0,8413236	1,223314	-0,446417	0,9629523	135,8756	4,539286	119,	147,	120,4322	5,38049	103,	135,	100,3417	5,468815	85,	115,	24,29483	2,303226	17,	32,	39,86268	5,183124	21,	56,	118,8732	4,813444	104,	131,	119,1244	5,625201	108,	136,	134,5679	5,810709	120,	152,	154,6583	5,113886	140,	170,	51,48225	2,284269	44,62945	56,84945	2,598423	0,4982513	1,10367	3,337273	13,21445	0,273043	12,39532	12,50733	
S01	4	8,065989	8,154328	3,451	22,3995	18,65842	18,74594	5,19022	21,15422	21,13311	12,59006	29,34152	2,055078	2,281106	0,9094762	2,264706	0,01289365	1,309418	0,2383289	0,9772775	71,17058	380,2363	-38,16474	0,91	113,4067	6,379781	102,	133,	-0,3914926	113,3919	113,8555	0,3365598	6,391371	40,84962	0,007602295	3,865443	261,17	39,98183	0,442921	228,7875	156,0619	3,853425	5,147703	1,489886	1,538171	-0,3880712	0,9571523	129,7102	5,578556	118,	146,	114,6725	6,706666	101,	135,	95,87291	7,715004	81,	126,	23,84677	2,435322	17,	32,	39,6732	6,818155	10,	55,	113,4067	6,379781	102,	133,	125,2898	5,429924	109,	137,	140,3275	6,775841	120,	154,	159,1271	10,04237	129,	174,	49,19396	2,609375	43,87659	57,02208	2,68169	0,271136	2,520502	3,495098	12,55842	2,08002	6,318361	13,84469	
S01	5	7,696	7,787564	2,842	20,7555	17,271	17,1924	4,458831	15,61232	16,08735	11,79574	30,25424	2,139149	2,642857	0,9351345	2,642857	0,01351351	1,520174	0,3002202	0,9763644	43,20621	339,2655	12,78661	0,82	114,5907	8,813255	98,	137,	-0,5924106	114,5855	105,8477	0,3973498	8,825241	77,88488	0,004345444	8,894485	130,0829	74,36745	0,245288	230,0528	288,5752	4,13201	5,647116	2,14944	1,771404	-0,3815832	0,9644976	130,03	7,858104	114,	150,	114,6151	9,744939	95,	140,	99,13905	9,689785	81,	123,	21,29922	3,484993	9,	33,	34,69522	7,100463	19,	55,	114,5907	8,813255	98,	137,	124,97	6,65666	105,	141,	140,3849	8,461627	115,	160,	155,8609	7,953654	132,	174,	49,28387	3,127997	41,77628	58,66787	3,356637	0,8632597	0,7668584	5,34775	10,76789	0,1146523	10,42393	10,87814	
S01	6	7,309345	7,399065	3,248	20,55	16,96205	16,92006	4,693819	17,30128	17,36462	9,830523	24,19604	1,721082	2,196318	0,9028439	2,1875	0,01422836	1,323135	0,2926336	0,9760007	59,22075	301,2736	-26,99316	0,9	120,9126	8,268278	109,	151,	1,930767	120,9147	117,0586	1,394935	8,270656	68,40374	0,007964627	6,325697	184,108	64,86801	0,42513	243,4353	253,1462	3,936617	5,321448	2,882529	1,761445	-0,3770718	0,9568975	139,3064	6,518996	130,	165,	122,8825	8,695746	109,	154,	100,5789	10,31838	86,	138,	24,87688	2,887427	16,	42,	43,34492	7,956913	18,	57,	120,9126	8,268278	109,	151,	115,6936	8,56454	89,99999	125,	132,1175	10,37249	101,	146,	154,4211	12,47369	117,	169,	52,49064	3,875376	47,43682	64,11677	2,649334	0,6720237	1,268618	4,665405	14,5237	1,559328	9,845717	15,94718	
S01	7	7,904	7,911403	3,1465	21,9885	18,04051	17,87167	4,839059	18,38855	18,63134	11,09432	29,45577	2,389675	2,451613	0,9159372	2,451613	0,01315789	1,408238	0,325004	0,9870563	56,30443	349,2803	-3,540812	0,9	128,8577	4,5531	119,	146,	1,607222	128,8436	128,9102	0,8159125	4,565491	20,84371	0,02414241	2,153052	712,4984	19,90154	0,5997063	259,4207	77,45309	3,415661	4,30398	1,153052	1,273396	-0,4398385	0,9548169	147,099	4,015953	137,	158,	131,1936	4,812732	119,	151,	108,2529	5,991347	98,	131,	25,44562	1,910791	18,	35,	40,8603	5,622972	23,	52,	128,8577	4,5531	119,	146,	107,901	3,633659	96,99999	118,	123,8064	6,602127	104,	136,	146,7471	7,582375	124,	157,	55,66984	2,290801	51,14486	62,54224	2,262602	0,4478156	-0,9191557	3,539861	14,61632	1,051353	11,46226	14,12701	
S01	8	7,592	7,731119	2,9435	20,55	17,24736	17,21151	4,607103	16,66792	16,74182	10,61195	27,92184	1,883889	2,517241	0,92416	2,517241	0,01369863	1,420004	0,280077	0,9702024	48,79404	330,1218	-12,34845	0,92	121,7336	4,527937	109,	133,	-0,04646976	121,7566	124,1055	-0,3238456	4,544822	20,6554	0,01895162	2,066879	616,8929	19,28901	0,5711201	245,4236	75,08916	3,455003	4,411721	0,9601393	1,298874	-0,4246771	0,952535	141,1551	4,102514	126,	150,	123,9284	4,975148	110,	137,	100,1113	5,645864	88,	122,	24,9165	2,133478	19,	31,	45,37674	5,849345	22,	58,	121,7336	4,527937	109,	133,	113,8449	5,051689	105,	129,	131,0716	4,642812	118,	145,	154,8887	7,296219	133,	167,	52,94506	1,863237	47,35535	57,82811	2,750267	0,1537173	2,289115	2,657264	15,44824	1,880054	9,80808	14,5935	
S01	9	8,112	8,178946	3,5525	22,8105	18,87688	18,85797	5,225067	21,43924	21,40757	12,23975	29,88839	1,885434	2,228571	0,9081587	2,228571	0,01282051	1,322443	0,2430314	0,979894	73,50146	381,7914	41,96471	0,91	133,3384	7,86468	106,	147,	0,8386355	133,3551	134,9961	-0,9325929	7,870461	61,94416	0,008443237	4,558332	193,78	58,27211	0,466308	269,6296	228,5302	3,968677	5,209993	2,063369	1,629494	-0,4249089	0,9694612	149,4557	8,317352	120,	165,	136,324	8,986884	105,	152,	114,2642	7,197208	91,	129,	27,07559	3,015569	16,	36,	36,49892	5,11152	21,	52,	133,3384	7,86468	106,	147,	105,5443	9,818576	89,99999	135,	118,676	10,44132	103,	150,	140,7358	7,754735	126,	164,	57,41791	3,995904	45,4302	63,37658	1,231881	0,7610765	0,9483131	3,51511	13,64234	1,197102	10,05103	13,84354	
S01	10	7,488	7,577214	3,045	20,7555	17,271	17,20971	4,656441	17,02683	17,25906	10,39955	26,01338	1,973431	2,4	0,919274	2,4	0,01388889	1,393885	0,2624812	0,9763483	50,87453	328,3574	0,3032321	0,89	126,818	9,2168	112,	153,	-0,2276692	126,8261	116,0977	0,6122732	9,219791	85,00455	0,005121685	9,529897	152,2083	82,9269	0,3710668	255,3299	322,1779	4,118139	5,633908	4,301366	1,921527	-0,3759694	0,9624759	146,2885	8,548428	132,	171,	128,7725	10,00778	112,	159,	105,3543	10,22478	89,	134,	24,62827	3,008414	12,	35,	43,41626	7,447851	22,	60,	126,818	9,2168	112,	153,	108,7115	8,237172	83,99999	123,	126,2275	10,07583	95,99999	143,	149,6457	9,548566	121,	166,	54,87126	3,671256	48,52998	65,88503	2,876054	0,8852926	0,2201764	4,189654	15,16221	0,1829783	14,6396	15,71115	
