Réf. Ech	Index	Longueur (mm)	Longueur intérieure (mm)	Largeur (mm)	Périmètre (mm)	Périmètre de Crofton (mm)	Périmètre convexe (mm)	Dimètre Eq. (mm)	Surface (mm2)	Surface convexe (mm2)	Surface DiffCAP (mm2)	Surface DiffCEN (mm2)	Surface DiffEAP (mm2)	Finesse	Excentricité	F. Feret	Compacité	Circularité	Rugosité	Index de courbure	Moment inertie 1	Moment inertie 2	Moment inertie 3	Symétrie	Moyenne ndg	Ecart type ndg	Minimum ndg	Maximum ndg	Histo. Kurtose	Histo. Moyenne	Histo. Pic	Histo. Assymétrie	Histo. Ecart type	Histo. Variance	Cooc. Uniformité	Cooc. Contraste	Cooc. Corrélation	Cooc. Variance globale	Cooc. Homogénéïté	Cooc. Somme des moyennes	Cooc. Somme des variances	Cooc. Somme des entropies	Cooc. Entropie globale	Cooc. Ecart variance	Cooc. Ecart entropie	Cooc. Corrélation IC1	Cooc. Corrélation IC2	RVB R Moy	RVB R Ect	RVB R Min	RVB R Max	RVB V Moy	RVB V Ect	RVB V Min	RVB V Max	RVB B Moy	RVB B Ect	RVB B Min	RVB B Max	TSI T Moy	TSI T Ect	TSI T Min	TSI T Max	TSI S Moy	TSI S Ect	TSI S Min	TSI S Max	TSI I Moy	TSI I Ect	TSI I Min	TSI I Max	CMJ C Moy	CMJ C Ect	CMJ C Min	CMJ C Max	CMJ M Moy	CMJ M Ect	CMJ M Min	CMJ M Max	CMJ J Moy	CMJ J Ect	CMJ J Min	CMJ J Max	Lab L Moy	Lab L Ect	Lab L Min	Lab L Max	Lab a Moy	Lab a Ect	Lab a Min	Lab a Max	Lab b Moy	Lab b Ect	Lab b Min	Lab b Max	
S01	1	6,968	7,01862	3,3495	20,139	16,62946	16,64282	4,759232	17,78686	17,81853	8,591122	19,42863	1,76256	2,030303	0,8764459	2,030303	0,01492537	1,237037	0,2667776	0,9808552	65,92093	279,227	14,35232	0,91	134,5049	10,08621	111,	169,	0,9383013	134,4924	135,8145	0,3355368	10,0796	101,5984	0,008736249	1,937149	127,4523	97,4286	0,5624221	271,2261	387,7772	4,229905	5,158257	0,8391747	1,262175	-0,5565393	0,9905913	151,1111	9,495196	123,	179,	136,6871	10,48706	110,	172,	115,7004	11,37862	96,	158,	25,60178	2,569491	15,	37,	35,92622	7,707699	14,	53,	134,5049	10,08621	111,	169,	103,8889	9,370366	75,99999	132,	118,3129	11,77096	82,99999	145,	139,2995	14,09985	96,99999	159,	57,69991	4,288254	47,24535	70,56467	1,913711	0,6216936	0,04863036	2,635056	13,23952	1,718158	8,085046	9,663231	
S01	2	6,913702	7,074799	3,045	19,317	16,42079	16,616	4,700974	17,35406	17,30128	9,254155	19,69534	1,767186	2,21593	0,8932382	2,2	0,01504259	1,236268	0,2525985	0,9654839	59,53978	291,5553	10,85377	0,93	121,856	11,45199	106,	163,	0,8032792	121,8611	116,0918	1,300745	11,45352	131,1832	0,01150066	3,298851	89,55869	126,8579	0,5088628	245,0383	504,1327	4,044054	5,102262	1,505714	1,499126	-0,4994746	0,9831161	139,0643	9,760317	124,	174,	122,9212	11,65007	105,	165,	103,6014	13,49467	87,	150,	23,32971	2,58584	9,	32,	38,84239	8,431441	13,	54,	121,856	11,45199	106,	163,	115,9357	11,64523	80,99999	131,	132,0788	14,02627	89,99999	150,	151,3986	15,46619	105,	168,	52,54467	5,18588	45,7386	68,10231	2,980642	0,7799812	0,640698	4,590519	12,84311	1,30384	8,931588	12,92707	
S01	3	7,488	7,529908	3,3495	21,1665	17,60359	17,59318	4,965198	19,3597	19,37026	10,22343	23,63852	1,992686	2,181818	0,8910863	2,181818	0,01388889	1,27359	0,2703931	0,9824821	66,71942	323,9288	-0,5448928	0,9	126,0754	6,578365	111,	145,	-0,1224202	126,0767	131,1738	0,1225568	6,577569	43,26442	0,01027089	3,803043	308,097	40,11469	0,4857037	253,497	156,6557	3,84621	4,986717	1,750133	1,540786	-0,4344509	0,9680877	144,1203	5,954361	126,	160,	126,7442	7,029505	109,	148,	107,344	7,652861	92,	133,	22,52446	2,176469	13,	30,	38,05854	5,964659	19,	52,	126,0754	6,578365	111,	145,	110,8797	6,040092	94,99999	129,	128,2558	7,085274	107,	146,	147,656	8,551994	122,	163,	54,15586	2,598829	47,16494	61,95235	3,436426	0,531477	1,841995	3,840914	12,99333	1,155579	9,526593	11,96687	
S01	4	6,032	6,032093	2,9435	17,4675	14,4391	14,44531	4,210748	13,92336	13,86003	6,358645	13,88343	1,347034	2,	0,8602989	2,	0,01724138	1,191411	0,2898064	0,9879656	53,79017	205,9301	-5,733634	0,93	133,5268	8,778715	115,	164,	1,053026	133,5259	128,0801	0,7096267	8,785569	77,18623	0,01203251	1,459494	176,4748	75,36295	0,6086302	269,095	299,9923	4,041776	4,830942	0,658582	1,153337	-0,5854674	0,9907902	152,0584	8,042114	131,	176,	135,7282	9,267634	114,	167,	112,7759	9,926049	96,	150,	25,10727	2,430518	15,	40,	39,85697	6,690399	17,	52,	133,5268	8,778715	115,	164,	102,9416	7,980535	78,99999	124,	119,2718	10,42392	87,99999	141,	142,2241	12,40803	105,	159,	57,46321	3,779469	49,13566	68,80161	2,394123	0,6955382	0,3075087	3,629874	14,5898	1,546782	9,949455	12,42178	
S01	5	5,824	5,885674	2,842	16,851	13,91168	13,94283	4,036345	12,79387	12,75165	5,86964	13,23105	1,437249	2,	0,8673057	2,	0,01785714	1,203603	0,2673476	0,9776281	48,33044	194,0458	-5,402783	0,94	133,2234	9,512298	114,	151,	-1,201065	133,2287	124,9863	-0,003325798	9,523051	90,68851	0,007146745	2,728449	142,1742	92,04688	0,5175127	268,4727	365,459	4,15643	5,247929	1,169538	1,410662	-0,5012243	0,984939	149,4576	9,41895	129,	167,	135,1481	10,39068	114,	154,	115,0875	9,319981	98,	139,	25,13997	2,695752	19,	33,	34,83311	4,782938	19,	46,	133,2234	9,512298	114,	151,	105,5424	6,819201	87,99999	126,	119,8519	7,049355	101,	141,	139,9125	7,970838	116,	157,	57,11613	2,709674	48,98711	64,31509	2,020842	0,3623922	2,200182	3,108019	12,7515	1,053475	9,591073	11,00843	
S01	6	6,864	6,891391	2,842	18,906	15,80288	15,78587	4,361291	14,93674	14,90507	8,562806	21,09839	1,818982	2,357143	0,9081122	2,357143	0,01515152	1,330278	0,3320883	0,9840539	47,30686	269,8116	-0,1718503	0,93	131,3386	10,44246	110,	160,	-0,5179611	131,3381	128,0801	0,4169065	10,43898	108,9723	0,003341096	12,82755	119,9673	101,6547	0,2377162	264,1809	393,7913	4,282033	5,948795	3,63975	2,006972	-0,3606024	0,9627975	147,9339	10,35514	126,	175,	131,9428	11,67655	109,	166,	114,1345	10,83696	92,	142,	22,85426	4,713669	10,	39,	33,57287	7,428312	14,	51,	131,3386	10,44246	110,	160,	107,0661	9,022049	79,99999	129,	123,0572	11,35239	88,99999	146,	140,8655	9,28849	113,	163,	56,08252	4,062498	47,16494	68,27001	3,070932	0,7544222	-0,8076651	3,840914	11,82984	0,5910034	11,96687	13,60285	
S01	7	8,32	8,343385	2,9435	21,9885	18,61115	18,74143	4,973313	19,42304	19,40193	13,80402	33,76344	1,875447	2,758621	0,9326957	2,758621	0,0125	1,41891	0,2899098	0,9852117	53,03207	407,1278	-4,795922	0,89	128,2232	13,46805	98,	157,	-0,7295117	128,223	140,0684	-0,5304595	13,46518	181,3112	0,005057361	4,666377	54,27954	180,2129	0,3977916	259,2676	716,1855	4,430299	5,619381	1,674169	1,595525	-0,5105021	0,989323	142,0662	13,89295	110,	164,	129,3336	14,42155	96,	158,	113,2657	13,56865	85,	149,	23,93704	3,80022	9,	35,	29,92968	9,058271	11,	52,	128,2232	13,46805	98,	157,	112,9338	10,68874	90,99999	145,	125,6664	11,1112	96,99999	159,	141,7343	11,91143	106,	170,	54,80708	4,353631	41,74619	65,37022	2,055159	0,5406592	0,5512984	3,677136	10,45896	1,664495	5,465477	8,345981	
S01	8	6,76	6,757489	2,639	18,2895	15,27546	15,41454	4,221907	13,99726	13,87058	8,673456	21,45448	1,679757	2,5	0,9139112	2,5	0,01538462	1,326392	0,2566228	0,9883479	44,21799	259,3364	-16,62731	0,92	131,4689	11,81637	108,	155,	-1,02018	131,4671	133,1074	-0,03675585	11,81686	139,6383	0,003786589	6,971242	85,75903	137,5726	0,2976357	265,9124	543,3191	4,389182	5,753089	1,94544	1,71434	-0,4674773	0,9849356	149,6422	11,95679	126,	177,	131,9854	12,46207	106,	158,	112,8242	12,49133	92,	141,	22,02686	2,71554	11,	36,	36,47985	8,702122	13,	50,	131,4689	11,81637	108,	155,	105,3577	9,119252	77,99999	129,	123,0146	8,671552	96,99999	149,	142,1758	9,39194	114,	163,	56,2247	3,361248	46,33351	66,30844	3,535235	0,6894336	4,170381	5,603536	12,80438	0,6656389	10,80746	11,42129	
S01	9	7,603578	7,610022	3,451	21,372	17,5131	17,49241	4,848773	18,46244	18,62078	10,45209	26,05119	2,467167	2,150333	0,9032798	2,117647	0,01367777	1,321791	0,284583	0,9871442	66,69452	321,446	-40,72406	0,9	138,2431	10,78924	109,	158,	-0,291948	138,2422	150,8965	-0,6379066	10,78893	116,401	0,00522126	3,955005	103,9832	115,3492	0,4538724	278,9945	457,4417	4,31104	5,558767	1,662102	1,534251	-0,4740216	0,9840553	157,8898	11,9763	125,	178,	138,855	11,39915	107,	159,	118,0069	10,88443	94,	148,	22,19618	2,864063	10,	40,	37,42535	8,231762	11,	48,	138,2431	10,78924	109,	158,	97,11025	10,96324	76,99999	130,	116,145	10,61834	95,99999	148,	136,9931	9,997688	107,	161,	58,9645	4,135998	46,5565	66,82395	3,769722	0,4468029	4,907458	5,110131	13,7851	1,839209	8,267479	9,913277	
S01	10	6,864	6,977907	3,045	19,5225	16,04498	15,93604	4,39965	15,20064	15,41176	8,492187	21,24694	2,411966	2,2	0,8995403	2,2	0,01515152	1,347542	0,2737866	0,971853	51,25972	267,868	-5,105107	0,87	123,115	9,912691	100,	151,	-0,5662965	123,1106	123,8262	-0,172989	9,914618	98,29965	0,003913073	7,791418	107,5312	93,83288	0,3358617	249,0072	367,5399	4,265944	5,79134	2,77574	1,839297	-0,4023276	0,9725699	141,1551	11,95363	114,	164,	122,9844	10,64263	96,	154,	105,1998	9,499478	88,	140,	21,19531	4,276287	5,	40,	37,07924	9,430861	11,	57,	123,115	9,912691	100,	151,	113,8449	9,051709	90,99999	141,	132,0156	10,33854	101,	159,	149,8002	11,60007	115,	167,	52,79858	3,759661	42,2276	64,07756	4,046805	0,9440088	1,214778	5,864111	12,29944	1,680098	7,259147	8,656845	
