Réf. Ech	Index	Longueur (mm)	Longueur intérieure (mm)	Largeur (mm)	Périmètre (mm)	Périmètre de Crofton (mm)	Périmètre convexe (mm)	Dimètre Eq. (mm)	Surface (mm2)	Surface convexe (mm2)	Surface DiffCAP (mm2)	Surface DiffCEN (mm2)	Surface DiffEAP (mm2)	Finesse	Excentricité	F. Feret	Compacité	Circularité	Rugosité	Index de courbure	Moment inertie 1	Moment inertie 2	Moment inertie 3	Symétrie	Moyenne ndg	Ecart type ndg	Minimum ndg	Maximum ndg	Histo. Kurtose	Histo. Moyenne	Histo. Pic	Histo. Assymétrie	Histo. Ecart type	Histo. Variance	Cooc. Uniformité	Cooc. Contraste	Cooc. Corrélation	Cooc. Variance globale	Cooc. Homogénéïté	Cooc. Somme des moyennes	Cooc. Somme des variances	Cooc. Somme des entropies	Cooc. Entropie globale	Cooc. Ecart variance	Cooc. Ecart entropie	Cooc. Corrélation IC1	Cooc. Corrélation IC2	RVB R Moy	RVB R Ect	RVB R Min	RVB R Max	RVB V Moy	RVB V Ect	RVB V Min	RVB V Max	RVB B Moy	RVB B Ect	RVB B Min	RVB B Max	TSI T Moy	TSI T Ect	TSI T Min	TSI T Max	TSI S Moy	TSI S Ect	TSI S Min	TSI S Max	TSI I Moy	TSI I Ect	TSI I Min	TSI I Max	CMJ C Moy	CMJ C Ect	CMJ C Min	CMJ C Max	CMJ M Moy	CMJ M Ect	CMJ M Min	CMJ M Max	CMJ J Moy	CMJ J Ect	CMJ J Min	CMJ J Max	Lab L Moy	Lab L Ect	Lab L Min	Lab L Max	Lab a Moy	Lab a Ect	Lab a Min	Lab a Max	Lab b Moy	Lab b Ect	Lab b Min	Lab b Max	Classe	Masse surfacique (gr/mm2)	Poids estimé (gr)
S01	1	8,197037	8,269508	2,842	21,5775	18,22149	18,20892	4,569016	16,39347	16,81571	13,64554	35,85876	2,219046	2,814916	0,9510288	2,785714	0,01268751	1,611473	0,3055379	0,9793223	44,22334	398,6519	-44,89935	0,9	118,1376	10,57315	90,	145,	-0,1644893	118,1401	123,9453	-0,3436566	10,54998	111,3021	0,005407344	3,670068	73,64384	111,4777	0,4616489	238,6179	442,2405	4,342234	5,52387	1,474161	1,523391	-0,5046781	0,9879144	132,0798	9,339753	100,	158,	119,355	11,20324	88,	150,	102,9968	11,9107	78,	131,	24,30987	4,000996	6,	46,	33,16386	7,861892	9,	49,	118,1376	10,57315	90,	145,	122,9202	10,69328	96,99999	155,	135,645	10,45168	105,	167,	152,0032	9,334389	124,	177,	50,88493	4,205742	38,2677	62,27097	2,070348	0,5676733	-0,3673281	3,073702	10,77763	1,063872	7,586019	11,07976	1	0,0000968841	0,001588266
S01	2	7,696	7,691391	2,9435	20,7555	17,38513	17,44489	4,732323	17,5863	17,60741	11,22018	27,73925	1,708464	2,551724	0,9208688	2,551724	0,01351351	1,367436	0,2903075	0,9885728	52,05803	340,5785	-8,52448	0,9	112,8364	5,669812	104,	130,	-0,7746023	112,825	107,8672	0,6665911	5,700382	32,49435	0,0166025	3,288367	352,0516	30,80564	0,5343271	227,2219	119,9341	3,528185	4,64364	1,63351	1,478967	-0,3817161	0,9424219	129,8318	4,805118	121,	144,	113,4862	6,426998	104,	132,	95,16084	6,832926	85,	119,	22,55147	2,674973	14,	32,	40,09651	6,693032	18,	55,	112,8364	5,669812	104,	130,	125,1682	4,722738	111,	134,	141,5138	6,171262	123,	151,	159,8392	7,946391	136,	170,	48,86013	2,330109	45,1113	55,85046	3,312596	0,3541144	2,250252	3,6018	12,51487	1,287588	8,65211	13,2043	1	0,0000968841	0,001703832
S01	3	6,864	6,861588	2,7405	18,7005	15,49393	15,58475	4,283544	14,40894	14,31394	8,923238	21,68419	1,657862	2,444444	0,9115904	2,444444	0,01515152	1,325613	0,283712	0,9883281	45,48581	264,5715	-12,0501	0,9	120,7851	4,77032	109,	133,	-0,9070928	120,7845	124,9297	0,1168234	4,706656	22,15261	0,02686266	0,8873419	538,1155	22,11914	0,7050112	243,5	87,58923	3,449003	4,049717	0,4787134	0,9833462	-0,5511737	0,9767795	137,9398	4,453366	126,	147,	122,4179	5,170543	108,	135,	101,9929	5,417989	93,	121,	24,38961	2,083112	16,	33,	39,74971	4,735609	20,	49,	120,7851	4,77032	109,	133,	117,0602	3,97993	108,	129,	132,5821	4,805979	120,	147,	153,0071	6,335703	134,	162,	52,2633	1,784363	46,91021	56,98906	2,56157	0,6733246	2,068833	4,581544	13,36918	1,404777	9,154848	11,01841	1	0,0000968841	0,001395997
S01	4	7,488	7,578246	2,842	20,139	16,91477	16,92404	4,532091	16,12957	16,11901	10,70803	26,908	1,660389	2,571429	0,9240618	2,571429	0,01388889	1,411352	0,3166125	0,9762154	46,87234	319,8465	-5,767952	0,86	119,457	4,662878	110,	135,	-0,4685497	119,476	120,9922	0,003908761	4,59794	21,14105	0,02108336	1,323725	582,2365	20,81657	0,6321446	240,6741	81,94255	3,442242	4,237619	0,6323568	1,117902	-0,4812294	0,9653015	137,8819	4,126382	130,	152,	120,1793	5,128146	110,	139,	100,2984	5,299909	89,	117,	22,57617	2,322145	15,	31,	41,00104	4,138395	27,	50,	119,457	4,662878	110,	135,	117,1181	4,706047	103,	125,	134,8207	6,273577	116,	145,	154,7016	5,56719	138,	166,	51,60486	2,277804	47,77629	58,43827	3,568575	0,7988564	1,172006	4,504031	13,43935	0,4023186	13,54192	14,6463	1	0,0000968841	0,001562698
S01	5	7,696	7,677821	2,436	19,728	16,75338	16,91181	4,311695	14,59895	14,4195	11,86999	31,34455	1,838507	3,083333	0,9466832	3,083333	0,01351351	1,529709	0,3433028	0,99032	38,33619	339,9673	-29,005	0,94	121,7168	6,86342	105,	134,	-0,8792874	121,7214	127,8828	-0,2010505	6,830247	46,65227	0,007455647	3,383722	237,9224	46,52716	0,4416554	245,9496	182,7249	3,889658	5,081693	1,179992	1,450919	-0,4296781	0,9685144	135,0466	6,474489	117,	149,	122,4636	7,654863	104,	137,	107,6117	7,104142	93,	122,	23,26045	3,485973	14,	34,	29,62724	4,531021	17,	43,	121,7168	6,86342	105,	134,	119,9534	6,015531	106,	138,	132,5364	6,154521	118,	151,	147,3883	4,870565	133,	162,	52,13261	2,409682	44,90356	57,73782	2,235232	0,3153842	1,894379	3,181385	9,877356	0,6028531	8,068796	9,66763	1	0,0000968841	0,001414406
S01	6	7,592	7,615401	2,9435	20,55	17,1903	17,22406	4,68522	17,23795	17,17461	10,70528	26,93035	1,786678	2,517241	0,9175695	2,517241	0,01369863	1,363977	0,2872782	0,9849448	52,02452	328,0131	-6,492178	0,93	118,048	5,578685	102,	130,	0,8167405	118,0493	121,9766	-1,145419	5,574052	31,07006	0,02674388	0,9088176	352,6938	29,58128	0,6934871	238,1834	117,4163	3,502821	4,121671	0,4701437	0,9865527	-0,5546152	0,9786238	135,0659	5,843655	116,	145,	119,0085	5,955132	100,	132,	100,08	5,519819	85,	115,	23,12806	2,003447	14,	30,	38,86723	4,145892	24,	50,	118,048	5,578685	102,	130,	119,9341	6,355303	110,	139,	135,9915	6,336156	123,	155,	154,92	5,026672	140,	170,	51,00588	2,507791	43,48251	55,84678	3,043163	0,3488962	1,996475	3,83638	12,69312	0,6082191	10,86846	10,96203	1	0,0000968841	0,001670083
S01	7	7,696	7,744418	2,842	20,55	17,30443	17,47982	4,700974	17,35406	17,29073	11,90146	28,08342	1,874506	2,642857	0,9227247	2,642857	0,01351351	1,3729	0,2956162	0,9818039	51,02197	342,4482	-5,989018	0,89	120,8638	5,465132	106,	137,	0,4590632	120,8701	119,0234	0,3868662	5,434786	29,5369	0,01466004	1,743794	388,097	29,02411	0,5912589	243,8491	114,3526	3,720484	4,643467	0,8120989	1,208779	-0,4793701	0,9728711	138,0131	5,777347	121,	154,	122,4291	6,44114	105,	141,	102,1763	4,755113	90,	118,	24,18657	2,512035	16,	31,	39,42817	3,761099	24,	49,	120,8638	5,465132	106,	137,	116,9869	5,671015	101,	134,	132,5709	6,1903	114,	150,	152,8237	5,274567	137,	165,	52,27742	2,302386	45,50557	59,18458	2,613178	0,5352145	1,007534	3,777018	13,28341	0,8382241	10,76874	14,04156	1	0,0000968841	0,001681332
S01	8	7,28	7,390951	2,842	19,9335	16,77701	16,82864	4,54098	16,1929	16,23513	10,20703	24,61567	2,679064	2,5	0,9197565	2,5	0,01428571	1,383026	0,2859093	0,9731495	49,20465	319,2227	2,606498	0,86	119,6055	6,627389	108,	137,	-0,5479496	119,6299	115,0859	0,4456988	6,598354	43,53828	0,01105343	1,672867	261,6328	44,74946	0,5763612	241,2921	177,3249	3,876457	4,804898	0,70542	1,195253	-0,5061648	0,9805419	137,2418	7,074762	125,	154,	121,0215	7,571851	107,	141,	100,5195	5,972518	89,	116,	23,87398	2,327109	17,	31,	40,69467	4,643773	24,	50,	119,6055	6,627389	108,	137,	117,7582	5,586065	101,	130,	133,9785	6,659498	114,	148,	154,4805	5,160177	139,	166,	51,77949	2,453917	46,44077	59,14124	2,852187	0,7155233	0,7056175	4,137182	13,54348	0,5233952	12,72563	15,11367	1	0,0000968841	0,001568834
S01	9	7,488	7,500445	2,9435	20,3445	16,93841	16,94707	4,570486	16,40402	16,47792	10,22494	26,73129	1,805349	2,482759	0,919955	2,482759	0,01388889	1,39162	0,3019463	0,9863415	48,76134	316,2755	6,000461	0,92	112,498	8,813203	89,	134,	-0,4674066	112,5015	113,1172	0,0003656796	8,809148	77,60109	0,00342948	12,50108	106,121	75,29185	0,2386286	226,0898	288,6661	4,165547	5,892156	3,688409	2,001371	-0,3354695	0,9523572	129,3529	8,330453	108,	149,	113,2181	10,12365	87,	139,	94,92495	9,200513	71,	118,	22,68763	3,828182	10,	35,	40,05578	8,022523	19,	59,	112,498	8,813203	89,	134,	125,6471	7,117645	106,	147,	141,7819	8,739349	116,	168,	160,075	7,974981	137,	184,	48,73363	3,359628	38,65474	58,19127	3,232312	1,034448	0,12897	6,070248	12,47076	0,0391016	12,56047	12,58807	1	0,0000968841	0,001589288
S01	10	7,592	7,645524	2,639	19,9335	16,66288	16,77128	4,316369	14,63062	14,63062	11,33964	30,24912	1,881484	2,807692	0,941003	2,807692	0,01369863	1,509954	0,3132835	0,9810643	41,45964	324,3427	-33,33171	0,89	115,	4,231617	102,	132,	3,103834	115,0714	113,1172	0,6411101	4,212583	17,74586	0,0271761	2,675291	634,1387	16,43033	0,5655419	231,6378	63,04602	3,235465	4,248819	1,355616	1,403574	-0,3676713	0,9233191	131,9269	3,973938	118,	144,	115,5066	4,735093	101,	134,	97,5988	4,843476	87,	121,	22,25509	2,238111	12,	31,	38,67785	4,629285	20,	48,	115,	4,231617	102,	132,	123,0731	4,642316	111,	137,	139,4934	6,164477	121,	154,	157,4012	7,800405	134,	168,	49,67905	2,255788	44,01276	56,44641	3,385876	0,64464	1,451956	4,405774	12,25257	1,30174	8,347352	10,4356	1	0,0000968841	0,001417474
