Réf. Ech	Index	Longueur (mm)	Longueur intérieure (mm)	Largeur (mm)	Périmètre (mm)	Périmètre de Crofton (mm)	Périmètre convexe (mm)	Dimètre Eq. (mm)	Surface (mm2)	Surface convexe (mm2)	Surface DiffCAP (mm2)	Surface DiffCEN (mm2)	Surface DiffEAP (mm2)	Finesse	Excentricité	F. Feret	Compacité	Circularité	Rugosité	Index de courbure	Moment inertie 1	Moment inertie 2	Moment inertie 3	Symétrie	Moyenne ndg	Ecart type ndg	Minimum ndg	Maximum ndg	Histo. Kurtose	Histo. Moyenne	Histo. Pic	Histo. Assymétrie	Histo. Ecart type	Histo. Variance	Cooc. Uniformité	Cooc. Contraste	Cooc. Corrélation	Cooc. Variance globale	Cooc. Homogénéïté	Cooc. Somme des moyennes	Cooc. Somme des variances	Cooc. Somme des entropies	Cooc. Entropie globale	Cooc. Ecart variance	Cooc. Ecart entropie	Cooc. Corrélation IC1	Cooc. Corrélation IC2	RVB R Moy	RVB R Ect	RVB R Min	RVB R Max	RVB V Moy	RVB V Ect	RVB V Min	RVB V Max	RVB B Moy	RVB B Ect	RVB B Min	RVB B Max	TSI T Moy	TSI T Ect	TSI T Min	TSI T Max	TSI S Moy	TSI S Ect	TSI S Min	TSI S Max	TSI I Moy	TSI I Ect	TSI I Min	TSI I Max	CMJ C Moy	CMJ C Ect	CMJ C Min	CMJ C Max	CMJ M Moy	CMJ M Ect	CMJ M Min	CMJ M Max	CMJ J Moy	CMJ J Ect	CMJ J Min	CMJ J Max	Lab L Moy	Lab L Ect	Lab L Min	Lab L Max	Lab a Moy	Lab a Ect	Lab a Min	Lab a Max	Lab b Moy	Lab b Ect	Lab b Min	Lab b Max	
S01	1	8,424	8,382174	3,5525	23,427	19,34723	19,38921	5,423262	23,09653	23,01208	12,51759	31,21252	1,882945	2,314286	0,8982473	2,314286	0,01234568	1,289487	0,2777309	0,9929107	76,65038	396,6991	2,703064	0,95	123,1914	6,228796	108,	138,	-0,6532755	123,2002	125,9824	-0,1315061	6,230728	38,82197	0,00662577	4,632192	298,4332	39,20768	0,4089349	248,3281	152,1985	3,863432	5,260902	1,697776	1,607732	-0,3555225	0,9471931	140,2952	5,821296	127,	155,	125,5585	6,968091	109,	141,	103,74	7,483467	87,	129,	25,82495	2,599437	17,	37,	40,44742	7,272916	14,	55,	123,1914	6,228796	108,	138,	114,7048	4,901596	99,99999	128,	129,4415	5,51948	114,	146,	151,26	8,419995	126,	168,	53,38923	2,078321	47,15427	59,52864	1,999964	0,5075704	3,149316	3,522676	13,95373	1,888238	8,289014	14,923	
S01	2	7,8	7,957928	3,7555	22,8105	18,64863	18,61823	5,301685	22,0726	22,29427	10,81079	25,21688	2,913059	2,027027	0,8771096	2,027027	0,01333333	1,253621	0,2490194	0,9683739	81,45046	351,3146	-9,48394	0,87	125,8948	10,47009	105,	150,	-0,7680002	125,9035	134,8105	0,1698444	10,45755	109,3604	0,004342522	4,27325	102,152	108,9733	0,4353907	254,5053	431,6198	4,354095	5,648606	1,658047	1,590929	-0,4695748	0,9842592	141,2916	11,89422	116,	167,	127,6761	11,2545	105,	153,	108,7153	8,837125	90,	132,	25,02751	3,037928	15,	37,	34,6967	4,971538	16,	46,	125,8948	10,47009	105,	150,	113,7084	8,569468	87,99999	139,	127,3239	8,441312	102,	150,	146,2847	7,761579	123,	165,	54,17554	3,237433	45,01765	63,88784	1,963507	0,1070033	1,642497	1,675288	12,18937	0,7251943	10,01378	12,90722	
S01	3	8,112	8,166333	3,451	22,605	18,85324	18,81015	5,207027	21,29145	21,2809	12,16153	29,57305	1,901968	2,294118	0,9111977	2,294118	0,01282051	1,32829	0,2567958	0,9814073	67,27014	389,8685	17,45993	0,92	127,2828	7,945628	111,	147,	-0,6485335	127,2894	126,8652	0,1527608	7,938763	63,02395	0,004787402	7,104182	197,7173	62,61499	0,3786705	256,4136	243,3559	4,09255	5,646934	2,825734	1,819374	-0,3517028	0,9540274	142,9228	8,072282	124,	162,	129,2706	8,697046	112,	150,	109,6573	8,350809	92,	132,	25,53319	2,750431	15,	34,	35,41558	6,571976	16,	54,	127,2828	7,945628	111,	147,	112,0772	6,359065	92,99999	131,	125,7294	6,909813	105,	143,	145,3427	7,447573	123,	163,	54,78585	2,61888	47,81104	62,64249	1,865644	0,2056503	1,248693	1,348373	12,52136	0,47673	11,09117	12,83426	
S01	4	7,592	7,60702	3,5525	21,783	17,73156	17,74753	5,048427	20,01418	20,02473	9,878571	24,52545	1,924763	2,085714	0,8849754	2,085714	0,01369863	1,24992	0,2555051	0,98603	72,65668	322,2414	-24,02618	0,93	118,0932	9,535101	93,	149,	0,5280956	118,0947	114,0645	0,6050786	9,539624	91,00443	0,005508352	6,322975	97,84239	89,27762	0,3711288	237,7572	350,7873	4,249972	5,677251	2,313158	1,751052	-0,4141974	0,9738961	134,08	8,44891	108,	160,	119,4942	10,28855	90,	152,	100,749	10,63272	77,	136,	24,32712	3,279668	15,	39,	37,82518	7,203858	15,	56,	118,0932	9,535101	93,	149,	120,92	8,693344	94,99999	147,	135,5058	10,83528	103,	165,	154,251	11,75032	119,	178,	51,06086	4,013214	39,64154	63,10051	2,458418	0,8972902	0,1214773	5,150289	12,36501	0,9662669	9,466212	10,24881	
S01	5	7,592	7,639529	3,857	22,3995	18,25898	18,19363	5,263515	21,75592	21,82981	9,636271	23,08952	2,394576	1,921053	0,8657939	1,921053	0,01369863	1,219274	0,2449116	0,9818341	84,88164	328,2413	-22,98072	0,91	126,8717	7,203818	109,	150,	-0,2282242	126,8819	121,127	0,3720543	7,193926	51,75257	0,01107588	2,589481	234,5687	50,86182	0,5574716	255,5025	200,8578	3,889607	4,921896	1,319127	1,341721	-0,4814556	0,9776943	144,47	6,055978	123,	162,	129,0914	7,432212	109,	154,	107,0704	9,138367	93,	136,	25,41074	2,480192	18,	45,	40,09205	7,617426	14,	53,	126,8717	7,203818	109,	150,	110,53	7,156664	92,99999	132,	125,9086	8,302884	101,	146,	147,9296	9,643191	119,	162,	54,82356	2,995929	46,89376	63,81134	2,202819	0,6636872	-0,2117578	2,738179	14,08397	1,195495	10,49749	10,95147	
S01	6	7,488	7,615628	3,3495	21,1665	17,54653	17,64395	4,940772	19,1697	19,20136	10,27026	23,89558	2,63378	2,181818	0,8946858	2,181818	0,01388889	1,277888	0,265512	0,9714235	65,60084	328,2594	4,700262	0,88	122,724	6,186535	101,	144,	3,693278	122,753	122,8926	-0,5748354	6,195496	38,38417	0,03200017	1,175454	276,176	37,06851	0,6582637	247,4884	147,0986	3,440519	4,122067	0,5916891	1,069167	-0,5178	0,9715288	140,9263	6,180157	115,	156,	124,7101	6,73983	101,	146,	102,5667	6,659565	85,	131,	24,78296	2,346957	15,	36,	41,97297	5,649038	22,	54,	122,724	6,186535	101,	144,	114,0737	8,642093	98,99999	140,	130,2899	7,903351	109,	154,	152,4333	9,477756	124,	170,	53,19028	3,174915	43,66554	61,01426	2,568879	0,4980884	1,074614	2,816	14,3652	1,696043	9,277076	11,10841	
S01	7	8,112	8,35029	3,5525	23,016	19,01464	19,03925	5,246889	21,61869	21,76647	12,52992	29,20755	3,368407	2,228571	0,9033251	2,228571	0,01282051	1,330678	0,2668715	0,959787	71,52881	388,4209	-3,938411	0,85	120,3024	4,273961	108,	133,	0,02026148	120,3091	122,0098	-0,08636869	4,287975	18,38673	0,01974161	2,139307	665,2977	17,55686	0,6001214	242,6062	68,08812	3,459818	4,418139	1,146823	1,255849	-0,421982	0,9517654	137,376	4,557838	124,	145,	122,1787	4,954282	108,	136,	101,3645	4,90683	92,	122,	24,88563	2,465728	16,	37,	40,18727	5,831999	20,	55,	120,3024	4,273961	108,	133,	117,624	4,458659	110,	131,	132,8213	4,726237	119,	147,	153,6355	6,878484	133,	163,	52,12984	1,813817	46,68839	57,10776	2,370893	0,4956975	0,8838001	3,586619	13,54045	1,605218	8,724801	11,27316	
S01	8	7,176	7,117889	3,248	20,3445	16,59603	16,60338	4,745088	17,6813	17,55463	8,613842	21,63126	1,717749	2,15625	0,8792451	2,15625	0,01449275	1,239425	0,248581	0,9960467	63,72427	280,399	4,072377	0,92	123,5975	11,39793	78,	143,	2,435014	123,5993	126,8652	-1,30802	11,39109	129,7569	0,004325356	9,350426	47,77172	129,9785	0,340153	249,3371	510,5635	4,297513	5,784952	3,839303	1,916283	-0,4212556	0,9769189	141,2273	11,39543	92,	160,	124,9802	12,84054	74,	147,	104,5651	10,4144	68,	125,	23,86253	3,609903	5,	33,	39,36747	4,778175	15,	52,	123,5975	11,39793	78,	143,	113,7727	16,4091	94,99999	163,	130,0198	16,99341	108,	181,	150,4349	12,18837	130,	187,	53,33682	6,74078	33,11448	61,50007	2,83762	1,240399	1,127482	6,558818	13,41769	2,323965	6,445792	13,39948	
S01	9	6,45379	6,495049	2,7405	17,8785	14,94287	14,96255	4,167428	13,63835	13,5539	7,693285	18,82018	1,463607	2,298358	0,902591	2,296296	0,01611456	1,302664	0,2772898	0,9817047	44,95385	239,2101	-10,10301	0,93	142,5872	10,12459	113,	159,	0,3767107	142,5792	144,0801	-0,7162163	10,13299	102,6776	0,004790114	7,098116	132,4568	97,10735	0,3447507	288,4315	381,3314	4,18292	5,595161	2,525188	1,789626	-0,4243469	0,975136	162,606	10,53194	132,	181,	146,8055	10,96172	113,	166,	118,3576	9,792639	92,	141,	27,87327	2,382038	17,	38,	43,46801	5,587715	19,	56,	142,5872	10,12459	113,	159,	92,39399	10,202	73,99999	123,	108,1945	11,26851	88,99999	142,	136,6424	8,785869	114,	163,	61,54062	4,223629	48,86974	68,76523	1,287609	0,916293	1,352347	4,036488	17,22238	0,9347112	14,41825	14,92333	
S01	10	7,384	7,391976	3,5525	21,372	17,45604	17,4713	5,001613	19,64472	19,75028	9,470489	22,03558	2,128048	2,028571	0,8761181	2,028571	0,01408451	1,23416	0,245122	0,9869147	72,03771	309,7259	-3,169934	0,91	126,262	9,444562	103,	147,	-0,5166126	126,2625	125,9824	-0,3306793	9,441164	89,13557	0,005663564	3,003323	121,9822	87,67824	0,4991234	254,6029	347,7094	4,243133	5,420989	1,268107	1,434334	-0,4880621	0,9847837	142,1657	8,059137	117,	158,	127,753	9,999019	103,	149,	108,8603	10,86993	85,	135,	24,48224	2,77524	16,	38,	35,52013	6,859873	20,	52,	126,262	9,444562	103,	147,	112,8343	8,388576	96,99999	138,	127,247	8,250981	106,	152,	146,1397	8,713239	120,	170,	54,2813	3,283571	44,43059	62,09458	2,297434	0,4837956	0,8460471	2,483495	12,26557	1,229878	8,575931	12,20126	
